0;1.106525539e+17;18.38418961;test
0;1.104156946e+17;18.03300305;test
0;1.104157693e+17;18.03300314;test
0;1.02468116e+17;58.25411207;test
0;1.104156946e+17;18.03300305;test
0;1.104156947e+17;18.03300305;test
0;1.104156947e+17;18.03300305;test
0;1.071802786e+17;216.0217325;test
0;1.104155894e+17;18.03300292;test
0;1.104156946e+17;18.03300305;test
0;1.104156955e+17;18.03300305;test
0;1.104160282e+17;18.03300347;test
0;1.104156946e+17;18.03300305;test
0;1.104156946e+17;18.03300305;test
0;1.104156949e+17;18.03300305;test
0;5.965935911e+16;482.7745179;test
0;1.008014748e+17;2573.317095;test
0;1.10415697e+17;18.03300306;test
0;1.104156946e+17;18.03300305;test
0;4.817080015e+16;3171.793202;test
0;1.104156946e+17;18.03300305;test
0;4.592501703e+16;7911.550688;test
0;1.104156947e+17;18.03300305;test
0;1.104156946e+17;18.03300305;test
0;7.256979729e+16;1383.941261;test
0;1.104155848e+17;18.03300292;test
0;1.104156948e+17;18.03300305;test
0;1.035090579e+17;242.0945991;test
0;9.875995273e+16;1167.862652;test
0;1.089789093e+17;7326.781199;test
0;1.111188037e+17;456.6461997;test
0;1.104156946e+17;18.03300305;test
0;1.120268922e+17;906.3662641;test
0;1.109398786e+17;18.78965422;test
0;1.088379958e+17;564.2707836;test
0;1.062052115e+17;6965.109367;test
0;8.572303115e+16;222.3836551;test
0;1.08513478e+17;34.72736622;test
0;1.104156946e+17;18.03300305;test
0;1.104156946e+17;18.03300305;test
0;8.871497335e+16;3138.532344;test
0;6.938181464e+16;6362.491904;test
0;1.104156946e+17;18.03300305;test
0;1.06234064e+17;3060.241879;test
0;1.109248535e+17;100.8358107;test
0;1.104156946e+17;18.03300305;test
0;1.104156948e+17;18.03300305;test
0;8.357257426e+16;595.7673446;test
0;1.039232898e+17;301.3360015;test
0;1.104156946e+17;18.03300305;test
0;1.083378143e+17;198.5206138;test
0;1.08205451e+17;8741.319312;test
0;1.077746586e+17;19.37809927;test
0;1.104156085e+17;18.03300295;test
0;1.104156946e+17;18.03300305;test
0;9.623898771e+16;12439.28079;test
0;1.170102435e+17;7092.623098;test
1;6.240837392e+16;936.7373674;test
1;8.136830094e+16;45.23975233;test
1;1.018998994e+17;6943.763506;test
1;7.447788359e+16;536.344279;test
1;9.444768962e+16;595.3416781;test
1;6.652950924e+16;713.8205711;test
1;1.07549834e+17;403.4228842;test
1;2.75277818e+16;111.8581411;test
1;1.104156947e+17;18.03300305;test
1;1.104157109e+17;18.03300307;test
1;8.003460712e+16;670.7337939;test
1;1.094241137e+17;37.58999427;test
1;1.121736917e+17;478.8872306;test
1;1.107495842e+17;53.81033101;test
1;9.891060803e+16;30.78500199;test
0;1.104156147e+17;18.03300295;training
0;1.104157115e+17;18.03300307;training
0;1.104157359e+17;18.03300311;training
0;1.104157016e+17;18.03300306;training
0;1.10415658e+17;18.03300301;training
0;1.104157388e+17;18.03300311;training
0;1.104157232e+17;18.03300309;training
0;1.104157167e+17;18.03300308;training
0;1.104156848e+17;18.03300304;training
0;1.104156969e+17;18.03300306;training
