0;1.141194086e-07;2;2.111599439
0;9.471703857e-07;1.999999999;2.165177042
0;2.231810292e-10;1.999999991;2.171008433
0;3.416922301e-11;2;2.196438243
0;1.844164821e-10;1.999999999;2.322491815
0;6.569774724e-10;2;2.301389611
0;5.184423857e-08;1.999999999;2.29910467
0;8.279998431e-08;1.999999997;2.625392349
0;4.153803823e-08;1.999999998;2.328030384
0;4.213221216e-09;1.999999997;2.320436831
0;4.253833985e-08;1.999999999;2.382112113
0;5.095790456e-11;2;2.145998404
0;1;1.503581867;1.060592773
0;2.54551269e-10;2;2.163554442
0;4.881593048e-07;1.999999665;2.308894887
0;2.886911821e-10;1.999999989;2.486716402
0;0.009397849348;1.999999994;1.957299782
0;1;1.999999778;1.40680964
0;2.308819469e-09;1.999999999;2.160635518
0;1;1.997828407;1.258242641
0;1.34609989e-07;1.999999965;2.401267763
0;7.003740031e-05;1.999998494;2.099925892
0;0.0006496448816;1.999989316;1.886950088
0;1;1.999968092;1.307697422
0;5.314751794e-06;1.999955666;2.104319234
0;6.144045391e-07;1.999999378;2.170914497
0;1;1.97497188;1.151094081
0;4.439200185e-08;1.999999994;2.45162157
0;7.681677516e-11;1.999999997;2.651658985
0;1.046743471e-06;1.999999984;2.521274669
0;2.408478408e-07;1.999999941;2.244773736
0;1.918263326e-09;1.999999607;2.179399149
0;3.854593866e-09;1.999999464;2.306539453
0;2.446183256e-09;2;2.246014128
0;0.8509133598;1.999999638;1.437201711
0;1.731636945e-09;2;2.238726045
0;8.52571902e-10;2;2.314755033
0;1.174716324e-08;1.999999937;1.920477357
0;1.015226044e-07;1.999999978;2.234960358
0;4.933947706e-07;1.99999521;2.101060717
0;8.033686516e-08;1.999999974;2.410618778
0;9.956394599e-06;1.999968606;2.087110801
0;2.538074195e-10;1.999999999;2.27596413
0;1;1.999999061;1.408819385
0;3.348218902e-08;1.999999991;2.335414233
0;0.0009736754766;1.999999551;1.716907975
0;4.099230211e-08;2;2.411523649
0;1.164901509e-11;1.999999478;2.174301819
0;9.919872146e-09;2;2.404408211
0;2.073173075e-05;1.999999896;2.147840512
0;9.922177746e-09;1.999999999;2.429174598
0;2.290138068e-08;1.999999994;2.383766381
0;1.157934711e-07;1.999996687;2.271670756
0;2.072208211e-07;1.999999988;2.145776116
0;1.761939428e-08;1.99999935;2.286747764
0;1.062292587e-09;1.999999999;2.416378147
0;2.823884016e-09;1.999999997;2.329788911
0;1.934449267e-10;2;2.302721852
0;9.880318785e-12;2;2.337002648
0;1.081954304e-09;2;2.147600855
0;1.071427391e-10;2;2.287243854
0;1.323301468e-09;2;2.528044681
0;2.563820711e-09;2;2.275970011
0;7.531868462e-10;2;2.316854354
0;2.450514236e-09;2;2.173682977
0;7.620348796e-12;2;2.325807574
0;2.142052868e-09;1.999999999;2.220123668
0;2.073854422e-10;1.999999998;2.27994182
0;3.470465137e-09;2;2.310739139
0;7.736078445e-10;1.999999996;2.235091397
0;2.469884297e-10;2;2.224998511
0;1.424799154e-07;1.999999913;2.26036702
0;3.835967322e-09;1.999999991;2.280151445
0;1.195628596e-09;2;2.385105167
0;1.984331244e-07;1.999999819;2.378401589
0;6.897438176e-11;2;2.469906082
0;2.675383692e-09;2;2.357122495
0;5.996869668e-10;2;2.262804723
0;2.885826023e-09;2;2.397832756
0;3.563249695e-11;1.999999999;2.239797451
0;5.017284144e-09;2;2.17740695
0;4.713240909e-11;2;2.145221763
0;3.350365134e-06;2;2.277973036
0;2.595549442e-09;2;2.213458877
0;2.133536237e-09;1.999999997;2.014249911
0;1;1.999999949;1.407466324
0;1.900809687e-08;1.999999999;2.424799714
0;2.569167767e-09;1.999999999;2.157748603
0;1.22170542e-07;1.999999997;2.381253652
0;1.868183351e-07;1.999955927;2.048371552
0;2.064604709e-09;1.999999993;2.339183243
0;1.111959747e-09;1.999999999;2.241356623
0;8.686773523e-10;1.999999999;2.260786288
0;1.349429457e-10;2;2.049359994
0;3.697320228e-10;1.999999999;1.960589749
0;4.094105055e-10;2;2.007431119
0;1.220024082e-12;1.999999999;2.123534266
0;1.747377576e-09;1.999999995;2.096472369
0;2.790969345e-09;2;2.204401894
0;5.646348944e-10;2;2.229738508
0;7.062521623e-08;2;2.191210041
0;6.43585637e-08;1.999999998;2.208193257
0;1.852174179e-05;1.999999989;2.147177541
0;2.30734985e-07;1.999999976;2.467766244
0;6.088267472e-05;1.999661954;1.922439478
0;1.667201932e-10;2;2.162448231
0;3.222433098e-08;1.999999968;2.595672389
0;7.440378313e-09;2;2.252195603
0;5.895114841e-09;1.999999999;2.47488808
0;1.411753492e-09;1.999999961;2.483315276
0;1.716210507e-10;2;2.355981852
0;3.691256745e-09;1.999999972;2.464055182
0;1.572034725e-10;2;2.071195441
0;1.266250105e-09;1.999999999;2.365943874
1;2.330879934e-10;2;2.229338523
1;2.23359109e-11;1.999999999;2.271331885
1;7.853783179e-10;2;2.249054666
1;3.712741226e-11;2;2.230050696
1;5.616302645e-09;2;2.542149409
1;2.649034325e-10;1.999999998;2.332865539
1;6.445358691e-10;2;2.248308296
1;2.52182053e-10;1.999999999;2.190128051
1;2.223332629e-11;1.999999999;2.353067408
1;3.066258358e-11;2;2.398219573
1;2.497839158e-09;2;2.239701526
1;1.202044131e-09;2;2.409713179
1;1.925792859e-11;1.999999994;2.299769419
1;4.650003604e-09;1.999999987;2.156765437
1;8.018441466e-09;1.999999931;2.317074928
1;3.066258358e-11;1.999999916;2.34538185
1;4.102616913e-09;1.999999995;2.221001024
1;3.222289102e-10;1.999999998;2.593863923
1;8.069758417e-09;2;2.427214211
1;6.042468503e-08;2;2.460538528
1;1.386527593e-08;1.999999998;2.609497732
1;3.110478541e-11;2;2.32936137
1;3.688266803e-09;2;2.30739183
1;4.605994475e-10;1.999999993;2.408032847
1;5.074440868e-10;1.999999999;2.196291729
1;1.616470136e-08;1.999999997;2.673293243
1;3.023163164e-09;1.999999992;2.294989627
1;1.244415682e-11;2;2.224174133
