                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.66815,                0.58898,                0.98827,                0.86645,                0.76651,                 1.0085,                0.87539,                0.60525,                0.69961,                0.50353,                0.89925,                0.63253,                 1.0163,                 1.2609,                0.85498,                 1.0491,              0.0014937,              0.0014937,              0.0014937
                    108,                0.69844,                0.63057,                 1.0109,                0.92063,                0.78178,                 1.0411,                0.95311,                0.54736,                0.65087,                0.50567,                0.91524,                0.65303,                0.99318,                 1.1664,                0.91319,                0.97963,              0.0014921,              0.0014921,              0.0014921
                    109,                0.67723,                0.59786,                 1.0093,                0.86965,                0.77111,                  1.041,                0.87326,                0.57142,                 0.6674,                0.50273,                0.89178,                0.71253,                0.98004,                 1.1686,                 1.1677,                 1.0308,              0.0014904,              0.0014904,              0.0014904
                    110,                0.66602,                0.60864,                 1.0003,                0.86379,                0.76484,                 1.0178,                0.83868,                0.57696,                0.68044,                0.51758,                0.85667,                0.71022,                0.95286,                 1.1159,                0.97584,                0.97702,              0.0014888,              0.0014888,              0.0014888
                    111,                0.67481,                0.62424,                0.99048,                0.90866,                0.80851,                 1.0235,                0.59334,                0.76405,                0.74632,                 0.5413,                0.81887,                0.63331,                0.93914,                 1.0885,                0.80289,                0.96999,              0.0014871,              0.0014871,              0.0014871
                    112,                0.66132,                0.58146,                0.98476,                0.88804,                0.74292,                 1.0043,                0.91785,                 0.5413,                0.69566,                0.51757,                0.88459,                0.68762,                0.96368,                 1.1215,                 1.0808,                 1.0143,              0.0014855,              0.0014855,              0.0014855
                    113,                0.67566,                 0.5741,                0.98551,                0.88986,                0.73285,                 1.0075,                0.80365,                0.68513,                0.77654,                0.54545,                0.85875,                0.66444,                0.96182,                 1.1099,                0.93364,                 0.9932,              0.0014838,              0.0014838,              0.0014838
                    114,                0.66966,                0.60063,                0.98274,                 0.9021,                0.76883,                 1.0165,                0.90299,                0.52387,                 0.6719,                0.47155,                 0.8565,                0.79152,                0.96008,                  1.187,                 1.2045,                 1.0137,              0.0014822,              0.0014822,              0.0014822
                    115,                0.67867,                0.62258,                0.99394,                0.87309,                0.78673,                 1.0164,                0.92195,                0.28261,                0.33466,                0.28184,                  1.005,                 1.4749,                 1.2117,                 1.1517,                 2.2898,                 1.2565,              0.0014805,              0.0014805,              0.0014805
                    116,                0.66519,                0.62245,                0.98091,                0.87432,                0.80225,                  1.015,                 0.4467,                0.36462,                0.40339,                0.32041,                 1.0299,                 1.3399,                 1.2245,                 1.1422,                 2.1058,                 1.2415,              0.0014789,              0.0014789,              0.0014789
                    117,                0.66481,                0.59746,                 1.0028,                0.87763,                0.74956,                 1.0368,                0.65087,                0.63478,                0.70919,                0.51488,                  0.814,                0.68251,                0.95301,                 1.0502,                  1.173,                 0.9725,              0.0014772,              0.0014772,              0.0014772
                    118,                0.73051,                0.64388,                 1.0214,                0.92793,                0.83695,                 1.0307,                0.76179,                0.56304,                0.66581,                0.50878,                0.76641,                0.66608,                0.95153,                 1.0388,                0.99614,                0.98157,              0.0014756,              0.0014756,              0.0014756
                    119,                0.68226,                0.61133,                 1.0098,                0.88011,                0.76667,                 1.0246,                 0.8585,                0.53013,                 0.6744,                0.52413,                0.81886,                0.80258,                0.95547,                 1.0982,                 1.1658,                0.99608,              0.0014739,              0.0014739,              0.0014739
                    120,                0.66602,                0.59353,                0.98024,                0.89048,                0.77734,                 1.0127,                 0.9467,                 0.5413,                0.79513,                0.58981,                0.76247,                0.69735,                0.92963,                0.99676,                0.94335,                0.91491,              0.0014723,              0.0014723,              0.0014723
                    121,                0.68344,                0.61275,                0.98773,                0.86747,                0.80999,                 1.0134,                0.84421,                0.53437,                0.69291,                0.51555,                0.80135,                0.63566,                  0.935,                 1.1169,                0.94023,                  0.934,              0.0014706,              0.0014706,              0.0014706
                    122,                0.67498,                0.60328,                0.99054,                0.89245,                0.74033,                 1.0229,                0.73932,                 0.6711,                0.73321,                0.51654,                0.87481,                0.71676,                0.94883,                 1.0912,                0.96566,                0.94458,               0.001469,               0.001469,               0.001469
                    123,                0.67472,                0.58066,                0.99112,                0.90319,                0.73878,                 1.0103,                0.68229,                0.58846,                0.66042,                0.49207,                0.90728,                0.66101,                 1.0273,                  1.143,                 1.0213,                 1.0222,              0.0014673,              0.0014673,              0.0014673
                    124,                 0.6896,                0.60367,                 1.0219,                0.88766,                0.79393,                 1.0458,                0.92891,                0.54775,                0.72595,                0.53374,                0.87347,                 0.6484,                0.97805,                 1.1613,                 1.0157,                0.95018,              0.0014657,              0.0014657,              0.0014657
                    125,                0.66208,                0.58357,                0.98992,                0.88894,                0.72182,                 1.0156,                0.76267,                0.50821,                0.64626,                0.48878,                0.84249,                0.72204,                0.94068,                  1.097,                 1.0897,                0.95467,               0.001464,               0.001464,               0.001464
                    126,                0.68371,                0.61026,                0.99905,                0.87917,                0.75575,                 1.0102,                0.69696,                0.58054,                 0.6418,                0.49615,                0.85035,                 0.6256,                0.95002,                 1.1125,                 1.0737,                 0.9609,              0.0014624,              0.0014624,              0.0014624
                    127,                0.66256,                0.58787,                0.98913,                0.88441,                0.74942,                  1.014,                0.96125,                0.56304,                0.70063,                0.52988,                0.84243,                0.56735,                0.98457,                 1.0758,                 1.0197,                0.94389,              0.0014607,              0.0014607,              0.0014607
                    128,                0.67303,                0.59326,                0.98756,                0.85978,                0.72952,                 1.0013,                0.67183,                0.71052,                0.81671,                0.58403,                0.86951,                0.58203,                0.99631,                 1.0022,                0.92081,                0.93795,              0.0014591,              0.0014591,              0.0014591
                    129,                0.66074,                0.58311,                0.99204,                0.88487,                0.72325,                 1.0079,                0.87428,                0.60415,                0.76552,                0.55474,                0.83789,                0.66675,                0.94953,                 1.0958,                0.97046,                0.97188,              0.0014574,              0.0014574,              0.0014574
                    130,                0.66602,                0.56022,                0.97627,                0.88139,                0.70089,                0.99501,                 0.8043,                 0.5702,                0.73627,                0.57999,                0.82076,                0.61745,                0.94425,                 1.0338,                 1.0277,                0.94552,              0.0014558,              0.0014558,              0.0014558
                    131,                0.65849,                0.55699,                0.98062,                0.87077,                0.68666,                 1.0188,                0.76967,                0.62755,                0.68237,                0.52712,                0.86262,                0.61047,                0.93665,                 1.1545,                0.93892,                0.93986,              0.0014541,              0.0014541,              0.0014541
                    132,                0.67296,                0.60379,                0.98706,                0.89594,                0.80109,                 1.0094,                0.72754,                0.62729,                0.66944,                0.50454,                0.85536,                0.60203,                0.94537,                 1.1505,                   1.08,                 0.9561,              0.0014525,              0.0014525,              0.0014525
                    133,                0.67412,                0.57456,                0.99892,                0.90262,                0.73921,                 1.0179,                0.71703,                0.67826,                0.73343,                0.52543,                0.82541,                0.57957,                0.94871,                 1.1499,                0.80472,                0.97451,              0.0014508,              0.0014508,              0.0014508
                    134,                0.64081,                0.57982,                0.97648,                0.84465,                0.74148,                 1.0041,                0.83338,                0.55959,                0.65516,                0.48605,                0.86511,                0.65951,                0.96307,                 1.2613,                0.99331,                 1.0079,              0.0014492,              0.0014492,              0.0014492
                    135,                0.66491,                0.60839,                0.98567,                0.88233,                0.75381,                  1.019,                0.96411,                0.58478,                0.70845,                0.52185,                0.88218,                  0.678,                0.95399,                 1.1811,                0.91385,                0.97708,              0.0014475,              0.0014475,              0.0014475
                    136,                0.64638,                0.59889,                0.98855,                0.88296,                0.77061,                 1.0144,                0.93999,                0.31908,                0.36206,                0.29208,                 1.0844,                 1.4103,                 1.2485,                 1.4943,                 2.3231,                 1.2296,              0.0014459,              0.0014459,              0.0014459
                    137,                0.64758,                0.56497,                0.98739,                0.85786,                0.72651,                 1.0152,                0.92977,                0.64393,                0.76208,                0.56419,                0.83264,                0.59998,                0.93609,                 1.0953,                0.82547,                0.92965,              0.0014442,              0.0014442,              0.0014442
                    138,                 0.6402,                0.56267,                0.98462,                 0.8508,                0.75933,                0.99582,                0.93739,                0.64884,                0.77458,                0.55017,                 0.7793,                0.56676,                0.91769,                 1.1056,                0.80989,                0.92652,              0.0014426,              0.0014426,              0.0014426
                    139,                0.62037,                0.55294,                0.97613,                0.84715,                0.70113,                 1.0054,                0.98647,                 0.5413,                0.75931,                0.52794,                0.79255,                0.55129,                0.92375,                  1.132,                0.86481,                0.96264,              0.0014409,              0.0014409,              0.0014409
                    140,                0.65027,                0.58154,                0.98321,                0.87108,                0.73746,                 1.0134,                0.71607,                0.70652,                0.73526,                0.55094,                0.85097,                 0.6361,                0.94357,                   1.11,                 0.7747,                0.96986,              0.0014393,              0.0014393,              0.0014393
                    141,                0.63226,                0.54204,                0.96812,                0.84781,                0.69107,                0.98807,                0.97474,                0.40869,                0.46889,                0.35509,                 0.9708,                 1.0326,                 1.1229,                 1.3679,                 1.7326,                 1.1582,              0.0014376,              0.0014376,              0.0014376
                    142,                0.63902,                0.56069,                0.97466,                0.88101,                0.72025,                 1.0214,                 0.9236,                 0.4913,                0.62341,                0.48884,                0.86732,                0.78443,                 1.0093,                 1.1098,                 1.1187,                0.97415,               0.001436,               0.001436,               0.001436
                    143,                0.58923,                0.51306,                0.94938,                0.79784,                0.61885,                0.97062,                0.85703,                 0.5413,                0.65316,                0.51967,                0.88838,                0.68007,                0.96587,                 1.1437,                0.89779,                0.94466,              0.0014343,              0.0014343,              0.0014343
                    144,                0.61278,                0.52812,                0.96008,                 0.8115,                0.65595,                0.98009,                0.75796,                0.55726,                0.63303,                0.49753,                0.85784,                0.72495,                0.95018,                 1.1287,                 1.0026,                0.93764,              0.0014327,              0.0014327,              0.0014327
                    145,                 0.6306,                0.55221,                 0.9725,                0.83522,                0.69995,                0.99601,                 0.3874,                0.37411,                0.41576,                0.33676,                0.91211,                 1.3545,                 1.1456,                 1.1965,                 2.0513,                 1.1962,               0.001431,               0.001431,               0.001431
                    146,                0.64926,                0.56166,                0.98104,                0.86094,                0.70139,                 1.0013,                0.64784,                0.66956,                 0.7071,                0.54244,                0.82699,                0.66193,                0.92728,                 1.0283,                0.79747,                0.95242,              0.0014294,              0.0014294,              0.0014294
                    147,                0.64549,                0.56336,                0.99186,                0.84058,                0.72493,                 1.0142,                0.62498,                0.48478,                 0.5744,                0.43142,                0.90113,                0.78527,                 1.0235,                 1.1894,                 1.4771,                 1.0514,              0.0014277,              0.0014277,              0.0014277
                    148,                0.64978,                0.57671,                0.99809,                0.85325,                0.71764,                 1.0202,                0.77533,                0.58478,                0.65384,                0.51015,                0.87566,                0.68234,                0.95617,                 1.1143,                0.95189,                0.96937,              0.0014261,              0.0014261,              0.0014261
                    149,                0.64205,                0.54535,                0.96883,                0.83573,                0.67898,                0.99111,                0.93912,                0.52652,                0.63448,                0.51115,                0.86528,                0.71928,                0.93389,                 1.1292,                 1.0633,                0.94644,              0.0014244,              0.0014244,              0.0014244
                    150,                0.61036,                0.54445,                  0.976,                0.80746,                0.69292,                 1.0026,                0.94894,                0.54499,                0.68831,                0.55787,                0.79151,                 0.7265,                0.93066,                  1.101,                 1.1262,                0.96099,              0.0014228,              0.0014228,              0.0014228
                    151,                0.65629,                0.56079,                0.98357,                0.85374,                0.69658,                 1.0171,                0.97632,                0.53854,                0.64778,                0.50758,                0.82884,                0.72977,                0.92478,                 1.0941,                 1.0362,                0.91956,              0.0014211,              0.0014211,              0.0014211
                    152,                0.63523,                0.57021,                0.97737,                 0.8569,                 0.7491,                 1.0024,                0.98717,                 0.5413,                0.67149,                0.51889,                0.79281,                0.63698,                0.92119,                 1.1685,                0.93133,                0.93162,              0.0014195,              0.0014195,              0.0014195
                    153,                0.62342,                0.55015,                0.96963,                0.83448,                0.69344,                 1.0025,                0.75547,                0.55247,                0.67374,                0.50536,                0.85656,                0.69419,                0.93885,                 1.1041,                 1.0678,                0.94426,              0.0014178,              0.0014178,              0.0014178
                    154,                0.63526,                0.57346,                0.97957,                0.82497,                 0.7725,                0.99377,                 0.9145,                0.56995,                0.61353,                0.45675,                0.85247,                0.85522,                0.96596,                 1.1759,                 1.4841,                0.96993,              0.0014161,              0.0014161,              0.0014161
                    155,                0.63685,                0.59187,                0.99124,                0.84045,                0.74338,                 1.0085,                0.92569,                0.65578,                0.76949,                0.54031,                0.87152,                0.61304,                0.98917,                 1.0927,                0.78266,                0.95708,              0.0014145,              0.0014145,              0.0014145
                    156,                0.63795,                 0.5304,                0.98382,                0.82667,                0.71463,                0.99535,                0.81569,                0.57562,                0.73125,                0.53577,                0.84445,                0.62175,                0.94044,                 1.1013,                 0.8652,                0.95164,              0.0014128,              0.0014128,              0.0014128
                    157,                0.59481,                0.52969,                0.94693,                0.80064,                0.67359,                0.96559,                0.47492,                0.46304,                0.43774,                0.36221,                0.84407,                 1.2519,                 1.0787,                 1.3013,                 2.0646,                 1.1495,              0.0014112,              0.0014112,              0.0014112
                    158,                0.61569,                0.52783,                0.96974,                0.83042,                0.67356,                0.99357,                0.89554,                0.48478,                0.49666,                0.40742,                0.81039,                  1.064,                0.98103,                 1.2433,                 1.7724,                 1.0776,              0.0014095,              0.0014095,              0.0014095
                    159,                0.64846,                0.56503,                0.98402,                0.85907,                0.68782,                  1.008,                0.93555,                0.56368,                0.75056,                 0.5541,                0.82592,                0.67662,                0.94144,                  1.071,                0.99785,                0.94798,              0.0014079,              0.0014079,              0.0014079
                    160,                0.59437,                 0.5297,                0.95982,                0.79161,                0.66281,                0.99232,                0.89382,                0.56501,                0.71386,                0.54428,                0.80948,                0.63212,                 0.9371,                 1.0588,                0.96046,                0.92068,              0.0014062,              0.0014062,              0.0014062
                    161,                0.62013,                0.56971,                 0.9655,                0.82331,                0.72443,                0.99411,                0.93463,                 0.6233,                0.72138,                0.56085,                0.78305,                 0.5678,                0.93488,                 1.0599,                0.76499,                0.92212,              0.0014046,              0.0014046,              0.0014046
                    162,                0.65335,                0.57036,                0.97489,                0.87813,                0.71836,                 1.0084,                0.71118,                0.58038,                0.73537,                0.55315,                0.75612,                0.64926,                0.92042,                0.99506,                 0.9752,                0.93503,              0.0014029,              0.0014029,              0.0014029
                    163,                0.68654,                0.55074,                0.99541,                0.88466,                0.66853,                 1.0204,                0.86945,                0.62355,                0.74376,                0.52754,                0.87395,                0.66591,                 1.0016,                 1.1395,                0.99588,                 1.0016,              0.0014013,              0.0014013,              0.0014013
                    164,                 0.6504,                0.56887,                  0.993,                0.84271,                0.75408,                 1.0103,                0.89548,                0.56304,                 0.6774,                 0.5029,                0.88391,                0.68724,                0.99761,                 1.1369,                0.92574,                 1.0014,              0.0013996,              0.0013996,              0.0013996
                    165,                0.63495,                0.56318,                0.98145,                0.84104,                0.68459,                0.99873,                0.83025,                0.59709,                0.72505,                0.52728,                0.84219,                0.64306,                0.98259,                 1.1274,                0.96262,                 0.9871,               0.001398,               0.001398,               0.001398
                    166,                0.62394,                 0.5463,                0.96828,                0.83016,                0.68607,                0.99068,                0.84748,                0.56304,                0.73033,                0.54111,                0.82872,                0.68648,                0.94656,                  1.058,                0.91333,                0.96175,              0.0013963,              0.0013963,              0.0013963
                    167,                0.64169,                  0.546,                0.98505,                0.88139,                0.65082,                 1.0132,                0.95116,                0.58418,                0.69713,                0.53181,                0.79146,                0.54707,                0.95596,                  1.082,                0.86675,                0.95619,              0.0013947,              0.0013947,              0.0013947
                    168,                0.60179,                   0.52,                0.94391,                0.82464,                0.61638,                0.96781,                0.85985,                0.55683,                0.65634,                0.51584,                0.84744,                0.61285,                0.96214,                 1.1192,                0.97801,                  0.972,               0.001393,               0.001393,               0.001393
                    169,                0.60795,                0.53903,                0.97203,                0.84619,                0.66941,                0.99653,                0.87205,                0.56304,                0.63936,                0.49597,                0.81111,                0.72507,                0.95376,                 1.1125,                 1.1585,                0.94679,              0.0013914,              0.0013914,              0.0013914
                    170,                 0.6175,                0.54905,                0.98327,                 0.7811,                0.69289,                 1.0007,                0.74142,                0.58055,                 0.6795,                0.49715,                0.85373,                0.69594,                0.97908,                 1.0951,                 1.0147,                 1.0028,              0.0013897,              0.0013897,              0.0013897
                    171,                0.66163,                0.58491,                0.99138,                0.86203,                0.73145,                0.99412,                0.95766,                 0.5777,                0.68649,                0.52241,                 0.8761,                0.67574,                0.97788,                 1.1339,                 0.7945,                0.96888,              0.0013881,              0.0013881,              0.0013881
                    172,                0.61252,                0.54651,                0.96274,                0.80311,                0.65921,                 0.9806,                0.82208,                0.60652,                0.72536,                0.53659,                 0.8182,                0.63791,                0.95914,                 1.0953,                0.78049,                0.96793,              0.0013864,              0.0013864,              0.0013864
                    173,                0.62065,                0.53827,                0.97736,                  0.815,                0.67358,                0.99135,                0.76451,                0.59515,                0.76009,                0.56241,                0.80189,                0.64102,                0.95694,                 1.0268,                0.94184,                0.94968,              0.0013848,              0.0013848,              0.0013848
                    174,                0.63035,                0.55818,                 0.9764,                0.83105,                0.72799,                0.99173,                0.57539,                0.73478,                0.71507,                 0.5371,                0.82177,                0.66689,                0.95823,                  1.059,                0.90089,                0.93559,              0.0013831,              0.0013831,              0.0013831
                    175,                0.62017,                0.52768,                0.98082,                0.79908,                 0.7061,                0.99696,                0.97134,                0.58478,                0.69834,                0.53924,                0.84785,                 0.6469,                0.95884,                 1.1216,                0.97371,                0.95749,              0.0013815,              0.0013815,              0.0013815
                    176,                 0.5997,                0.54337,                0.96997,                  0.769,                0.69481,                0.98515,                 0.9397,                0.56727,                0.65679,                0.53168,                 0.8666,                0.60379,                0.97481,                 1.1037,                0.77056,                 0.9444,              0.0013798,              0.0013798,              0.0013798
                    177,                0.59371,                0.51835,                0.95579,                0.80468,                0.61332,                0.97299,                 0.6991,                0.65458,                0.71714,                0.55255,                0.89533,                0.55664,                0.98103,                 1.0676,                0.73578,                0.94386,              0.0013782,              0.0013782,              0.0013782
                    178,                0.61915,                 0.5328,                0.97038,                0.82568,                0.66897,                0.99462,                0.73487,                0.65652,                0.69478,                0.51918,                0.86674,                0.67235,                0.98106,                 1.1147,                0.97034,                0.95657,              0.0013765,              0.0013765,              0.0013765
                    179,                0.62758,                0.51882,                0.98345,                 0.8057,                0.64155,                 1.0073,                0.73388,                0.73478,                0.78953,                0.57079,                0.79999,                0.56317,                0.94018,                 1.0581,                0.86725,                0.93706,              0.0013749,              0.0013749,              0.0013749
                    180,                0.58783,                0.54205,                0.94068,                0.78942,                0.71173,                0.96568,                0.83798,                0.60652,                0.71511,                0.50868,                0.86068,                0.72913,                0.99261,                 1.1604,                 1.1473,                0.97387,              0.0013732,              0.0013732,              0.0013732
                    181,                0.61533,                0.54225,                0.95262,                0.83254,                0.68718,                0.97341,                0.89059,                0.59933,                0.71388,                0.52594,                 0.8174,                0.67492,                0.93921,                 1.1339,                 1.0222,                0.95103,              0.0013716,              0.0013716,              0.0013716
                    182,                0.60797,                0.53449,                0.95633,                0.80251,                0.67591,                0.98893,                0.95152,                 0.5413,                0.65658,                0.51828,                0.86012,                0.68623,                0.95497,                 1.1272,                0.92307,                0.96272,              0.0013699,              0.0013699,              0.0013699
                    183,                0.62003,                0.56466,                0.97284,                0.83185,                0.70424,                0.99783,                0.64605,                0.71304,                0.66477,                0.49331,                0.81995,                0.62922,                0.96257,                 1.1068,                 1.0179,                0.97061,              0.0013683,              0.0013683,              0.0013683
                    184,                0.62874,                0.53136,                0.97581,                0.80801,                0.64513,                0.99208,                0.61436,                0.70652,                0.76525,                0.53751,                 0.8274,                0.60882,                0.98164,                 1.0979,                0.96562,                0.96297,              0.0013666,              0.0013666,              0.0013666
                    185,                0.63717,                0.51271,                0.97098,                0.86533,                 0.6465,                 1.0029,                0.73889,                0.47875,                0.55016,                0.42338,                0.84747,                0.80713,                 1.0029,                 1.1788,                  1.651,                 1.0365,               0.001365,               0.001365,               0.001365
                    186,                0.61518,                0.52599,                0.98421,                0.81051,                0.62008,                 1.0031,                 0.8556,                0.56304,                0.61606,                0.49586,                0.79711,                0.61628,                0.93439,                 1.1466,                 1.0803,                0.95868,              0.0013633,              0.0013633,              0.0013633
                    187,                0.61618,                0.53093,                0.98509,                0.82278,                0.65427,                 1.0206,                0.71936,                0.68584,                0.77994,                0.52471,                0.84217,                0.62551,                0.93895,                 1.0594,                 1.1097,                0.93562,              0.0013617,              0.0013617,              0.0013617
                    188,                 0.6204,                0.53336,                0.96783,                0.84385,                0.67442,                 1.0024,                0.95343,                0.56304,                0.68617,                 0.5196,                0.88345,                0.68504,                0.97497,                 1.0903,                0.92795,                0.95505,                0.00136,                0.00136,                0.00136
                    189,                0.60376,                0.51398,                0.96363,                0.83156,                0.65887,                0.99894,                      1,                 0.3849,                0.43899,                  0.356,                0.95062,                 1.0306,                 1.0985,                 1.2727,                 1.7716,                  1.131,              0.0013584,              0.0013584,              0.0013584
                    190,                0.64987,                0.62512,                0.97543,                0.87235,                0.77285,                0.99628,                0.95141,                 0.5413,                 0.6452,                0.52626,                0.89591,                0.61823,                0.99134,                 1.1173,                 0.9476,                0.96216,              0.0013567,              0.0013567,              0.0013567
                    191,                0.58543,                0.53555,                 0.9562,                0.79161,                0.67399,                0.97872,                0.87749,                0.53098,                0.67969,                0.53819,                0.85397,                0.57438,                0.96091,                  1.101,                0.95943,                0.93497,              0.0013551,              0.0013551,              0.0013551
                    192,                0.60613,                  0.547,                0.97371,                0.83254,                0.68092,                 1.0204,                0.95068,                 0.5413,                0.69553,                 0.5244,                0.82873,                0.62286,                0.95642,                 1.1367,                0.91779,                0.94856,              0.0013534,              0.0013534,              0.0013534
                    193,                0.62049,                0.51038,                0.98561,                0.79331,                 0.6227,                0.99938,                0.89977,                0.68542,                0.78303,                 0.5594,                0.84744,                0.64238,                   0.99,                 1.1357,                0.80725,                0.96045,              0.0013518,              0.0013518,              0.0013518
                    194,                0.61061,                0.54176,                0.96623,                 0.8247,                0.67759,                0.98549,                0.92634,                 0.5413,                0.63873,                 0.5157,                0.88949,                0.69872,                0.96466,                 1.1233,                0.93985,                0.96758,              0.0013501,              0.0013501,              0.0013501
                    195,                0.60115,                0.51218,                0.95885,                0.79913,                0.64236,                0.98609,                0.98002,                0.56304,                0.65257,                0.49838,                0.92169,                0.70191,                 1.0088,                 1.2356,                0.92682,                0.98212,              0.0013485,              0.0013485,              0.0013485
                    196,                0.61212,                0.54786,                0.97407,                0.82817,                0.72122,                 1.0003,                0.76848,                0.65101,                 0.6981,                0.51082,                0.88565,                0.63134,                0.98944,                 1.2269,                 0.8304,                 1.0002,              0.0013468,              0.0013468,              0.0013468
                    197,                0.59206,                 0.5173,                0.95889,                0.79462,                0.61059,                0.98115,                0.98049,                0.61399,                0.72983,                0.51293,                0.86222,                0.67083,                 1.0079,                 1.2089,                 1.0149,                0.99746,              0.0013452,              0.0013452,              0.0013452
                    198,                0.61273,                0.53201,                0.96065,                  0.832,                 0.6536,                0.97935,                0.94335,                0.57047,                0.70247,                0.54075,                0.87248,                0.64439,                 1.0084,                 1.1443,                 1.0531,                 1.0274,              0.0013435,              0.0013435,              0.0013435
                    199,                0.60066,                0.53085,                 0.9678,                0.78801,                0.67151,                0.98938,                0.91312,                0.58478,                0.69654,                0.53767,                0.90918,                 0.6814,                 1.0144,                 1.1438,                0.94483,                0.95535,              0.0013419,              0.0013419,              0.0013419
                    200,                0.62581,                0.55594,                0.95446,                0.84346,                0.69619,                0.98277,                0.78463,                0.69622,                0.73971,                0.53819,                0.89074,                0.62741,                0.97897,                  1.152,                0.86976,                0.95242,              0.0013402,              0.0013402,              0.0013402
                    201,                0.62126,                0.52203,                0.97652,                0.83426,                 0.6313,                0.99517,                0.78545,                0.60652,                 0.6933,                0.50894,                0.90407,                0.67436,                0.97673,                 1.1811,                 0.8351,                0.97838,              0.0013386,              0.0013386,              0.0013386
                    202,                0.58767,                0.55506,                0.96841,                 0.8056,                0.70876,                 1.0021,                0.91732,                0.58478,                0.67266,                0.50013,                0.91853,                0.64323,                0.99952,                 1.2281,                0.86068,                0.99912,              0.0013369,              0.0013369,              0.0013369
                    203,                0.59689,                0.52618,                0.94264,                0.81171,                0.66467,                0.97191,                0.84822,                0.58478,                0.66565,                0.51531,                0.85612,                0.62448,                0.95439,                 1.1378,                0.91727,                0.93087,              0.0013353,              0.0013353,              0.0013353
                    204,                0.61323,                0.52233,                0.97489,                0.81145,                0.65099,                 1.0098,                0.97373,                0.53397,                0.69034,                0.53367,                  0.874,                0.59208,                0.96249,                 1.1414,                0.79237,                0.95837,              0.0013336,              0.0013336,              0.0013336
                    205,                0.60559,                0.51189,                0.95889,                0.83469,                0.63372,                0.97896,                0.89977,                0.61454,                0.75133,                0.58572,                0.87269,                 0.6104,                0.96498,                 1.0969,                0.85564,                0.97027,               0.001332,               0.001332,               0.001332
                    206,                0.56912,                0.50938,                0.94576,                0.75272,                 0.6104,                0.96991,                0.83428,                0.58478,                0.71235,                0.53098,                0.89214,                0.61114,                0.99695,                 1.1814,                0.92945,                0.99328,              0.0013303,              0.0013303,              0.0013303
                    207,                0.58766,                0.52128,                 0.9493,                0.82519,                 0.6667,                0.97546,                0.89558,                0.52197,                 0.6663,                0.51192,                0.95122,                0.64239,                 1.0437,                 1.2313,                 1.0021,                 1.0226,              0.0013287,              0.0013287,              0.0013287
                    208,                0.59233,                0.53105,                 0.9725,                 0.7802,                0.67233,                0.99666,                0.89212,                0.57568,                0.70162,                0.51926,                0.99187,                0.60496,                  1.071,                  1.181,                0.94271,                 1.0421,               0.001327,               0.001327,               0.001327
                    209,                0.59888,                0.53225,                0.96054,                0.78486,                0.65298,                0.97835,                0.75229,                0.72826,                0.79934,                0.56166,                0.89684,                0.55573,                0.99957,                 1.1524,                0.83527,                 1.0119,              0.0013254,              0.0013254,              0.0013254
                    210,                0.56386,                0.49836,                0.94449,                0.75396,                0.63657,                0.96623,                0.96378,                0.51957,                0.69313,                0.50134,                0.90209,                0.68922,                0.97417,                 1.2066,                0.93355,                0.95818,              0.0013237,              0.0013237,              0.0013237
                    211,                0.58626,                0.51643,                0.95583,                0.79563,                0.64087,                0.97908,                0.84938,                0.57505,                0.66843,                0.53759,                0.83894,                0.62381,                  0.945,                 1.0986,                0.81867,                0.93237,              0.0013221,              0.0013221,              0.0013221
                    212,                0.59108,                0.53084,                0.97075,                 0.7743,                0.65738,                0.99594,                0.96609,                 0.5413,                 0.7555,                0.55862,                0.84344,                0.61563,                0.94579,                  1.017,                0.79716,                0.94776,              0.0013204,              0.0013204,              0.0013204
                    213,                 0.5818,                 0.5065,                0.95135,                0.79904,                0.64777,                0.98203,                0.95031,                0.55842,                 0.7254,                0.56434,                0.86774,                0.73581,                0.96502,                 1.0526,                0.96737,                0.96652,              0.0013188,              0.0013188,              0.0013188
                    214,                0.62334,                0.51917,                0.96614,                0.83297,                0.64158,                0.99445,                0.79927,                0.62684,                0.78697,                0.54816,                0.88081,                0.65358,                 1.0005,                 1.0833,                0.87491,                0.94823,              0.0013171,              0.0013171,              0.0013171
                    215,                0.59701,                0.52829,                0.97483,                0.80178,                0.65615,                0.99995,                  0.936,                0.52877,                0.75912,                0.54847,                 0.9246,                0.68483,                 1.0457,                 1.0883,                0.95676,                0.96336,              0.0013155,              0.0013155,              0.0013155
                    216,                0.61959,                 0.5369,                  0.974,                0.80854,                0.68265,                 0.9966,                0.98213,                0.49783,                0.69833,                0.51996,                0.86353,                0.67302,                 1.0146,                 1.1066,                0.98723,                0.96174,              0.0013138,              0.0013138,              0.0013138
                    217,                0.57315,                0.49514,                0.94246,                 0.7677,                0.61922,                0.97006,                0.89341,                0.53889,                 0.6608,                0.49824,                0.89491,                0.69293,                 1.0074,                  1.121,                0.98134,                0.95884,              0.0013122,              0.0013122,              0.0013122
