epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6109.2,3.0698,2.53862,2.27794,0.48039,0.44569,0.54371,0.29957,2.84954,2.83815,2.69011,0.00136829,0.00136829,0.00136829
183,6142.62,3.08285,2.48781,2.28535,0.54156,0.56284,0.63712,0.30432,2.90852,2.78239,2.63219,0.00136664,0.00136664,0.00136664
184,6176.22,3.05464,2.33033,2.28943,0.61128,0.57794,0.65117,0.25696,3.1588,3.31431,2.83153,0.00136499,0.00136499,0.00136499
185,6209.65,2.82107,2.33178,2.31048,0.62334,0.5645,0.58431,0.22255,3.21732,3.4197,2.91592,0.00136334,0.00136334,0.00136334
186,6243.07,2.84783,2.3362,2.22082,0.79541,0.42569,0.52623,0.20356,3.36322,3.54376,3.03232,0.00136169,0.00136169,0.00136169
187,6276.89,3.2063,2.53138,2.30573,0.65566,0.41393,0.49207,0.18009,3.34176,3.40339,2.97402,0.00136004,0.00136004,0.00136004
188,6310.69,3.02906,2.19281,2.23707,0.49223,0.40639,0.43242,0.17566,3.24396,3.54212,2.88991,0.00135839,0.00135839,0.00135839
189,6344.2,3.14668,2.41616,2.33314,0.46758,0.43033,0.42024,0.18622,3.376,3.76534,2.96466,0.00135674,0.00135674,0.00135674
190,6377.42,2.94597,2.668,2.46244,0.56675,0.37986,0.44479,0.20098,3.43929,3.7707,3.05957,0.00135509,0.00135509,0.00135509
191,6410.89,3.20251,2.51338,2.31575,0.56258,0.37295,0.46917,0.23993,3.3299,3.49109,2.94949,0.00135344,0.00135344,0.00135344
192,6444.53,2.77492,2.23815,2.21406,0.51511,0.47914,0.51929,0.28393,3.07107,2.97437,2.69235,0.00135179,0.00135179,0.00135179
193,6478.01,3.19693,2.45801,2.23367,0.56572,0.45492,0.53477,0.31372,3.03319,2.81175,2.72475,0.00135014,0.00135014,0.00135014
194,6511.53,2.83659,2.10492,2.27359,0.56049,0.4309,0.5344,0.29011,3.19973,2.82499,2.84458,0.00134849,0.00134849,0.00134849
195,6544.89,2.88971,2.33262,2.32362,0.6319,0.43852,0.56997,0.29194,3.27664,2.7987,2.89283,0.00134684,0.00134684,0.00134684
196,6578.46,3.20767,2.56053,2.36995,0.82492,0.43956,0.62322,0.32319,3.25273,2.69882,2.76937,0.00134519,0.00134519,0.00134519
197,6611.98,3.04166,2.35508,2.22589,0.62715,0.55482,0.61827,0.32335,3.11571,2.6073,2.70908,0.00134354,0.00134354,0.00134354
198,6645.16,2.82411,2.23741,2.28714,0.65182,0.54325,0.58384,0.30475,3.08085,2.54773,2.71543,0.00134188,0.00134188,0.00134188
199,6678.34,2.72635,2.40686,2.19827,0.66687,0.57104,0.5837,0.32476,2.95578,2.61554,2.669,0.00134023,0.00134023,0.00134023
200,6711.53,3.18856,2.41783,2.32058,0.72428,0.47554,0.52251,0.23529,3.48212,2.85953,3.00662,0.00133858,0.00133858,0.00133858
201,6744.54,2.82782,2.33818,2.27089,0.77299,0.43033,0.4662,0.17351,3.70053,3.21325,3.25792,0.00133693,0.00133693,0.00133693
202,6778.21,2.9279,2.40319,2.25953,0.61064,0.46311,0.46962,0.19846,3.62637,3.2297,3.25834,0.00133528,0.00133528,0.00133528
203,6812.51,2.86039,2.40096,2.28387,0.81133,0.44927,0.51981,0.23461,3.55939,3.06886,3.21418,0.00133363,0.00133363,0.00133363
204,6847,3.13335,2.31422,2.2258,0.7028,0.3388,0.36931,0.17681,3.71135,3.72735,3.49602,0.00133198,0.00133198,0.00133198
205,6881.97,2.84671,2.22293,2.21984,0.58704,0.35673,0.36105,0.16496,3.70381,3.87928,3.51186,0.00133033,0.00133033,0.00133033
206,6916.68,3.01266,2.45577,2.29917,0.50874,0.39617,0.34946,0.16612,3.60875,3.50988,3.15371,0.00132868,0.00132868,0.00132868
207,6948.57,2.72106,2.11682,2.14263,0.61057,0.47288,0.46896,0.21595,3.33812,3.05932,2.87297,0.00132703,0.00132703,0.00132703
208,6980.69,3.03149,2.42755,2.21635,0.5386,0.47178,0.48482,0.25566,3.34754,2.63968,2.69407,0.00132538,0.00132538,0.00132538
209,7012.24,2.87684,2.27631,2.26666,0.50677,0.53417,0.53899,0.27062,3.26217,2.6409,2.73172,0.00132373,0.00132373,0.00132373
210,7043.79,2.88309,2.44381,2.2049,0.55908,0.56145,0.51079,0.28097,3.19303,2.77386,2.7312,0.00132208,0.00132208,0.00132208
211,7076.26,2.95202,2.23177,2.21176,0.64382,0.43033,0.47277,0.27192,3.22282,2.78846,2.83386,0.00132043,0.00132043,0.00132043
212,7108.14,2.96523,2.52305,2.17359,0.567,0.59563,0.54444,0.26194,3.29918,2.53503,2.84856,0.00131878,0.00131878,0.00131878
213,7139.42,2.97407,2.2973,2.25885,0.69503,0.57104,0.58333,0.28841,3.27581,2.48916,2.845,0.00131713,0.00131713,0.00131713
214,7170.74,2.88445,2.41246,2.25599,0.71768,0.49683,0.55334,0.29082,3.22777,2.41727,2.78941,0.00131548,0.00131548,0.00131548
215,7201.95,3.0577,2.52475,2.36022,0.55588,0.47181,0.48167,0.26364,3.21805,2.41907,2.78858,0.00131383,0.00131383,0.00131383
216,7233.41,2.98884,2.23676,2.24297,0.51385,0.56826,0.51279,0.27931,3.24859,2.39553,2.83738,0.00131218,0.00131218,0.00131218
217,7264.74,2.74455,2.327,2.22567,0.64372,0.56543,0.58477,0.31111,3.14971,2.45116,2.78131,0.00131053,0.00131053,0.00131053
218,7296.24,2.74156,2.10092,2.19913,0.6878,0.55323,0.61988,0.3016,3.14248,2.61535,2.83763,0.00130888,0.00130888,0.00130888
219,7327.56,3.00267,2.35764,2.24471,0.74326,0.56249,0.61981,0.25093,3.33189,2.68307,2.86631,0.00130723,0.00130723,0.00130723
220,7358.89,2.95112,2.28982,2.34066,0.63215,0.57104,0.54139,0.2158,3.5601,2.89494,2.93276,0.00130558,0.00130558,0.00130558
221,7390.19,3.01845,2.39446,2.26906,0.69931,0.43033,0.49606,0.2086,3.6221,2.96191,2.97549,0.00130393,0.00130393,0.00130393
222,7421.37,3.07052,2.34076,2.24385,0.56462,0.4611,0.49217,0.20959,3.71161,3.09503,3.03513,0.00130228,0.00130228,0.00130228
223,7452.68,3.00565,2.21692,2.26895,0.42176,0.49373,0.38628,0.15673,3.95047,3.50705,3.20381,0.00130063,0.00130063,0.00130063
224,7483.94,2.8813,2.31938,2.21901,0.66842,0.38934,0.45741,0.18168,3.93922,3.7089,3.45349,0.00129898,0.00129898,0.00129898
225,7515.13,2.80595,2.19139,2.22839,0.75076,0.38132,0.4591,0.17804,3.87669,3.78973,3.54296,0.00129733,0.00129733,0.00129733
226,7546.22,2.83162,2.23736,2.27315,0.59903,0.40574,0.46416,0.18697,3.75442,3.65661,3.43909,0.00129568,0.00129568,0.00129568
227,7577.41,2.71221,2.12876,2.26177,0.56566,0.50546,0.48659,0.21221,3.74634,3.52845,3.42141,0.00129403,0.00129403,0.00129403
228,7608.64,2.85772,2.16577,2.21523,0.72781,0.34836,0.45711,0.21784,3.69723,3.7221,3.3528,0.00129238,0.00129238,0.00129238
229,7639.88,2.96642,2.49098,2.25599,0.64518,0.37295,0.43265,0.22616,3.69015,3.646,3.29196,0.00129072,0.00129072,0.00129072
230,7671.06,2.94796,2.36109,2.28066,0.62156,0.40574,0.45636,0.2365,3.60135,3.48948,3.07111,0.00128907,0.00128907,0.00128907
231,7702.37,2.97608,2.24107,2.19681,0.62193,0.40028,0.44011,0.23685,3.58422,3.21879,3.06953,0.00128742,0.00128742,0.00128742
232,7733.54,2.89057,2.25305,2.1962,0.50079,0.46311,0.3822,0.20539,3.47625,2.78458,3.02792,0.00128577,0.00128577,0.00128577
233,7764.69,2.89182,2.31678,2.29641,0.4896,0.47131,0.35873,0.20494,3.29745,2.58541,2.90169,0.00128412,0.00128412,0.00128412
234,7795.85,2.8704,2.28096,2.26058,0.55036,0.44672,0.39705,0.21626,3.37014,2.55224,2.9877,0.00128247,0.00128247,0.00128247
235,7827.2,2.8452,2.05549,2.18023,0.40079,0.47951,0.29501,0.1627,3.52282,2.97409,3.34397,0.00128082,0.00128082,0.00128082
236,7858.48,2.85903,2.19974,2.23368,0.36199,0.36339,0.23813,0.13507,3.69433,3.82059,3.70434,0.00127917,0.00127917,0.00127917
237,7889.6,2.68201,2.41795,2.26672,0.55472,0.28962,0.28112,0.15765,3.65952,3.55944,3.66116,0.00127752,0.00127752,0.00127752
238,7920.73,2.7538,2.27712,2.26746,0.64295,0.27322,0.28651,0.15278,3.6433,3.33453,3.56002,0.00127587,0.00127587,0.00127587
239,7951.97,2.79537,2.15551,2.20048,0.62718,0.29673,0.30219,0.16032,3.67788,3.10934,3.37979,0.00127422,0.00127422,0.00127422
240,7983.09,2.98332,2.54334,2.22366,0.72079,0.28962,0.35909,0.1701,3.6687,3.43151,3.40644,0.00127257,0.00127257,0.00127257
241,8014.33,2.75286,2.22386,2.30647,0.35173,0.38121,0.29429,0.15299,3.4431,3.55607,3.21535,0.00127092,0.00127092,0.00127092
242,8045.57,2.77753,2.10854,2.22926,0.55529,0.22268,0.31153,0.15808,3.25557,3.57504,3.0432,0.00126927,0.00126927,0.00126927
243,8076.66,2.77831,2.17718,2.28001,0.44963,0.26366,0.31741,0.15058,3.23136,3.65271,3.00374,0.00126762,0.00126762,0.00126762
244,8107.83,2.67595,2.09462,2.15978,0.50593,0.5643,0.46804,0.20595,3.06179,2.91467,2.84032,0.00126597,0.00126597,0.00126597
245,8139.05,2.83625,2.06694,2.21012,0.50024,0.59167,0.57786,0.2674,2.93321,2.39756,2.77614,0.00126432,0.00126432,0.00126432
246,8170.18,2.70621,2.10876,2.2006,0.4547,0.67951,0.63531,0.3132,3.05515,2.38851,2.79946,0.00126267,0.00126267,0.00126267
247,8201.32,2.63881,2.21705,2.3032,0.65208,0.53005,0.55789,0.22245,3.06284,2.51087,2.76183,0.00126102,0.00126102,0.00126102
248,8232.58,3.03344,2.17046,2.15559,0.70714,0.51176,0.57617,0.22234,3.25845,2.84842,2.76874,0.00125937,0.00125937,0.00125937
249,8263.72,2.68446,2.03416,2.12971,0.60165,0.49727,0.55657,0.21437,3.27409,3.04962,2.72422,0.00125772,0.00125772,0.00125772
250,8294.95,2.71112,2.17713,2.21848,0.53426,0.49108,0.51094,0.2631,3.21199,3.15587,2.68819,0.00125607,0.00125607,0.00125607
251,8326.06,2.91995,2.32254,2.24218,0.57665,0.56845,0.56859,0.2896,3.1698,3.33861,2.74859,0.00125442,0.00125442,0.00125442
252,8357.18,2.75092,2.0813,2.15242,0.8551,0.5554,0.69392,0.27622,3.19892,2.89398,2.87097,0.00125277,0.00125277,0.00125277
253,8388.47,2.94957,2.13299,2.0852,0.68882,0.61553,0.65748,0.27276,3.02366,2.98561,2.76694,0.00125112,0.00125112,0.00125112
254,8419.69,2.75806,2.01814,2.13672,0.63025,0.55464,0.64735,0.30991,3.08054,2.87338,2.75067,0.00124947,0.00124947,0.00124947
255,8450.86,2.59536,2.01421,2.13194,0.79374,0.53825,0.63375,0.30733,3.08805,2.87948,2.76864,0.00124782,0.00124782,0.00124782
256,8482.15,2.70869,1.95371,2.12968,0.60942,0.57104,0.60467,0.27243,3.11912,3.05572,2.7907,0.00124617,0.00124617,0.00124617
257,8513.2,2.85893,2.29298,2.28537,0.54799,0.54838,0.56082,0.26607,2.98509,2.92112,2.7579,0.00124452,0.00124452,0.00124452
258,8544.48,2.62889,2.08633,2.14985,0.56862,0.56284,0.56489,0.28223,2.87755,2.66712,2.75346,0.00124287,0.00124287,0.00124287
259,8575.67,2.75024,2.18068,2.13492,0.65043,0.56284,0.55552,0.28419,2.89783,2.61301,2.74856,0.00124121,0.00124121,0.00124121
260,8606.82,2.85716,2.08955,2.27579,0.50654,0.60485,0.5706,0.24814,3.02345,2.44192,2.85318,0.00123956,0.00123956,0.00123956
261,8638.03,2.79669,2.24681,2.13343,0.52106,0.60383,0.6018,0.24414,3.00563,2.39914,2.84257,0.00123791,0.00123791,0.00123791
262,8669.3,2.73245,2.03495,2.21911,0.50513,0.48027,0.51813,0.25181,2.85992,2.47709,2.76674,0.00123626,0.00123626,0.00123626
263,8700.42,2.85213,2.13064,2.24893,0.56085,0.36339,0.35724,0.17129,3.13615,3.54728,2.97316,0.00123461,0.00123461,0.00123461
264,8731.61,2.75585,2.27666,2.18425,0.21243,0.18852,0.18933,0.09676,4.24494,5.17825,4.08114,0.00123296,0.00123296,0.00123296
265,8762.8,2.80486,2.19302,2.20366,0.31081,0.28825,0.23014,0.13522,3.71291,4.11611,3.46457,0.00123131,0.00123131,0.00123131
266,8793.94,2.63109,2.06112,2.18647,0.50371,0.26458,0.32731,0.1794,3.3809,3.25719,2.93641,0.00122966,0.00122966,0.00122966
267,8824.93,2.57296,2.17707,2.21534,0.48675,0.5041,0.54096,0.28526,3.1708,2.83825,2.76235,0.00122801,0.00122801,0.00122801
268,8856.23,2.90456,2.32197,2.21076,0.5324,0.57104,0.55197,0.32195,2.91543,2.5726,2.63781,0.00122636,0.00122636,0.00122636
269,8887.36,2.93891,2.11367,2.12797,0.5255,0.54645,0.56922,0.29484,3.01059,2.64733,2.65309,0.00122471,0.00122471,0.00122471
270,8918.57,2.88204,2.08598,2.1678,0.58635,0.60324,0.58169,0.24257,3.20741,2.77692,2.7474,0.00122306,0.00122306,0.00122306
271,8949.79,2.71243,2.21899,2.21621,0.67124,0.60139,0.58877,0.2266,3.35037,2.85128,2.82231,0.00122141,0.00122141,0.00122141
272,8981.15,2.58338,2.01698,2.15463,0.67451,0.54674,0.57884,0.21601,3.47169,3.19038,2.87911,0.00121976,0.00121976,0.00121976
273,9012.48,2.97106,2.25392,2.30652,0.74413,0.41515,0.5067,0.20489,3.64066,3.4497,2.98084,0.00121811,0.00121811,0.00121811
274,9043.72,2.70706,2.13316,2.18804,0.5244,0.44672,0.44584,0.18034,3.82941,3.69311,3.157,0.00121646,0.00121646,0.00121646
275,9074.93,2.71209,2.36041,2.21545,0.82896,0.41683,0.51462,0.19065,3.88215,3.89556,3.21818,0.00121481,0.00121481,0.00121481
276,9106.13,2.8572,2.21385,2.28834,0.83975,0.40574,0.57231,0.21852,3.72491,3.44433,3.08347,0.00121316,0.00121316,0.00121316
277,9137.34,2.73642,2.09339,2.25083,0.91398,0.41393,0.61348,0.26677,3.25566,2.69651,2.83114,0.00121151,0.00121151,0.00121151
