epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6102,3.14862,2.70298,2.38597,0.29835,0.10656,0.14543,0.06694,4.77277,7.00249,4.23074,0.00136829,0.00136829,0.00136829
183,6135.11,3.01817,2.60725,2.24881,0.28839,0.29645,0.24572,0.13209,3.21092,3.68135,2.7602,0.00136664,0.00136664,0.00136664
184,6168.5,2.88522,2.21418,2.25496,0.41277,0.59563,0.51059,0.22643,2.99549,2.6623,2.58683,0.00136499,0.00136499,0.00136499
185,6201.68,2.88182,2.5722,2.3387,0.3926,0.55674,0.40853,0.20659,3.0989,2.80315,2.63121,0.00136334,0.00136334,0.00136334
186,6234.97,3.25478,2.48836,2.26514,0.39601,0.60316,0.39716,0.18979,2.9337,3.17994,2.59626,0.00136169,0.00136169,0.00136169
187,6268.38,3.05087,2.49236,2.31339,0.44372,0.57104,0.41049,0.16224,2.95223,3.53324,2.60771,0.00136004,0.00136004,0.00136004
188,6301.87,2.89846,2.38855,2.31733,0.566,0.62978,0.4575,0.16938,3.01608,3.37469,2.662,0.00135839,0.00135839,0.00135839
189,6335.35,3.06514,2.43066,2.26823,0.57204,0.52474,0.44404,0.16781,2.99846,3.23421,2.6405,0.00135674,0.00135674,0.00135674
190,6368.85,2.82761,2.52411,2.33032,0.53998,0.53472,0.40871,0.1456,3.10183,3.02093,2.66815,0.00135509,0.00135509,0.00135509
191,6402.55,3.14774,2.52513,2.2543,0.33658,0.55464,0.38265,0.15723,3.0495,3.05512,2.65172,0.00135344,0.00135344,0.00135344
192,6436.02,2.69378,2.31009,2.15424,0.44943,0.56284,0.41646,0.20261,2.7961,2.83452,2.53224,0.00135179,0.00135179,0.00135179
193,6469.41,3.01147,2.46737,2.34032,0.49145,0.59563,0.50041,0.22465,2.8464,2.69696,2.53241,0.00135014,0.00135014,0.00135014
194,6502.78,3.18007,2.41975,2.22607,0.68046,0.44718,0.50873,0.21782,2.92455,2.7662,2.5552,0.00134849,0.00134849,0.00134849
195,6535.84,2.74491,2.23879,2.25572,0.70187,0.43852,0.49532,0.20741,3.01633,2.80339,2.60674,0.00134684,0.00134684,0.00134684
196,6569.09,3.14542,2.40738,2.36555,0.55616,0.45608,0.40946,0.19115,3.02178,3.12581,2.64511,0.00134519,0.00134519,0.00134519
197,6602.41,2.97294,2.36173,2.26421,0.47931,0.5123,0.37428,0.17413,3.24576,3.29143,2.69447,0.00134354,0.00134354,0.00134354
198,6636.12,2.84198,2.30026,2.21396,0.40537,0.54778,0.39482,0.16888,3.27934,3.5526,2.76698,0.00134188,0.00134188,0.00134188
199,6669.81,3.16975,2.74308,2.28309,0.61824,0.46401,0.4973,0.19424,3.16101,3.47125,2.68658,0.00134023,0.00134023,0.00134023
200,6703.24,3.04676,2.46429,2.34876,0.69145,0.53005,0.51344,0.24271,3.01327,3.01091,2.75516,0.00133858,0.00133858,0.00133858
201,6736.8,3.05289,2.37742,2.1884,0.5739,0.54068,0.55883,0.27579,3.06816,3.03099,2.79606,0.00133693,0.00133693,0.00133693
202,6770.34,2.8125,2.50029,2.22607,0.48629,0.65437,0.53021,0.26028,3.06617,3.05499,2.76913,0.00133528,0.00133528,0.00133528
203,6803.3,2.86928,2.53069,2.37833,0.51168,0.53005,0.50269,0.23195,3.15902,3.1945,2.83345,0.00133363,0.00133363,0.00133363
204,6836.29,2.95108,2.3564,2.28668,0.73672,0.49727,0.572,0.23099,2.82318,2.95933,2.62559,0.00133198,0.00133198,0.00133198
205,6869.66,2.93133,2.38577,2.20573,0.49329,0.43033,0.44759,0.1951,2.93473,3.24347,2.66672,0.00133033,0.00133033,0.00133033
206,6902.8,2.99541,2.32825,2.18535,0.55341,0.41731,0.40662,0.1648,3.13612,3.43848,2.78131,0.00132868,0.00132868,0.00132868
207,6936.19,2.97892,2.14137,2.14021,0.52396,0.41881,0.43347,0.17386,3.08087,3.2966,2.72409,0.00132703,0.00132703,0.00132703
208,6969.89,2.86845,2.28401,2.25361,0.57584,0.49897,0.47493,0.22309,2.82185,2.54907,2.62248,0.00132538,0.00132538,0.00132538
209,7003.13,3.14075,2.25583,2.27314,0.51782,0.57104,0.4508,0.22416,2.81306,2.51687,2.6219,0.00132373,0.00132373,0.00132373
210,7036.42,2.86192,2.15369,2.25685,0.52282,0.57104,0.46748,0.21933,2.83164,2.43706,2.72192,0.00132208,0.00132208,0.00132208
211,7069.88,2.55493,2.1042,2.09179,0.55322,0.57104,0.5059,0.21661,2.91404,2.54425,2.7395,0.00132043,0.00132043,0.00132043
212,7103.46,2.71098,2.14344,2.12161,0.52998,0.64758,0.60183,0.23357,2.8664,3.03942,2.6268,0.00131878,0.00131878,0.00131878
213,7136.66,3.25856,2.30813,2.25635,0.64484,0.57923,0.59665,0.23834,2.83087,3.04283,2.5886,0.00131713,0.00131713,0.00131713
214,7169.95,2.72248,2.29964,2.22592,0.56859,0.47951,0.55309,0.24615,2.76009,3.09886,2.55779,0.00131548,0.00131548,0.00131548
215,7203.45,3.13931,2.39668,2.26193,0.69309,0.43852,0.54738,0.2335,2.76626,3.08659,2.58451,0.00131383,0.00131383,0.00131383
216,7236.79,2.79019,2.32316,2.30052,0.59537,0.55464,0.55771,0.24079,2.94241,3.01727,2.66007,0.00131218,0.00131218,0.00131218
217,7270,2.94411,2.27035,2.2443,0.78042,0.445,0.58552,0.27102,2.84983,2.95108,2.55297,0.00131053,0.00131053,0.00131053
218,7303.35,3.00635,2.19591,2.19334,0.70856,0.48907,0.58838,0.27255,2.9694,2.83897,2.62893,0.00130888,0.00130888,0.00130888
219,7336.83,2.93145,2.4854,2.24793,0.68659,0.52186,0.6174,0.29169,2.9353,2.73855,2.62947,0.00130723,0.00130723,0.00130723
220,7370.45,2.7914,1.97031,2.21332,0.49383,0.61321,0.57279,0.31324,2.98452,2.95029,2.66119,0.00130558,0.00130558,0.00130558
221,7404.05,2.90842,2.35627,2.22541,0.72785,0.46501,0.58581,0.29401,3.13123,3.07361,2.71095,0.00130393,0.00130393,0.00130393
222,7437.82,2.91678,2.1872,2.24936,0.50669,0.53689,0.5484,0.26786,3.09538,3.26613,2.69266,0.00130228,0.00130228,0.00130228
223,7471.05,2.83885,2.13256,2.18107,0.46702,0.47489,0.52634,0.24291,3.05956,3.37486,2.68926,0.00130063,0.00130063,0.00130063
224,7504.42,2.93361,2.35693,2.27987,0.6669,0.35519,0.50053,0.21064,3.07655,3.52483,2.73727,0.00129898,0.00129898,0.00129898
225,7537.68,2.57193,2.23477,2.17911,0.42645,0.5123,0.53188,0.22985,3.03042,3.57242,2.67637,0.00129733,0.00129733,0.00129733
226,7570.92,2.75774,2.22327,2.31526,0.5813,0.55464,0.54507,0.23804,3.10236,3.18395,2.67128,0.00129568,0.00129568,0.00129568
227,7604.22,2.93778,2.25496,2.25715,0.56786,0.55464,0.53975,0.24752,3.26703,3.07398,2.71921,0.00129403,0.00129403,0.00129403
228,7637.39,2.8015,2.08923,2.17119,0.53552,0.52186,0.37481,0.18932,3.10429,3.52609,2.73747,0.00129238,0.00129238,0.00129238
229,7670.77,2.86937,2.19836,2.20066,0.44023,0.46592,0.33326,0.14261,3.48948,3.97887,3.04778,0.00129072,0.00129072,0.00129072
230,7704.17,3.10286,2.33384,2.28939,0.47124,0.15195,0.19419,0.09203,3.96509,4.90477,3.68377,0.00128907,0.00128907,0.00128907
231,7737.64,2.67311,2.05074,2.20063,0.3472,0.1735,0.18646,0.09027,4.19328,4.86789,3.7006,0.00128742,0.00128742,0.00128742
232,7771.09,2.70636,2.10316,2.18479,0.47786,0.30865,0.29562,0.13971,3.88834,3.5276,3.10874,0.00128577,0.00128577,0.00128577
233,7804.54,2.86249,2.22972,2.2263,0.53272,0.42213,0.34294,0.1464,3.67722,3.59294,2.90517,0.00128412,0.00128412,0.00128412
234,7837.89,2.75636,2.20672,2.22375,0.48406,0.34699,0.32321,0.16334,3.42463,3.33564,2.83124,0.00128247,0.00128247,0.00128247
235,7871.23,2.58807,1.96197,2.09946,0.40636,0.44672,0.33462,0.19411,3.01378,2.88556,2.68532,0.00128082,0.00128082,0.00128082
236,7904.7,2.86264,2.13885,2.12508,0.45832,0.47721,0.35252,0.1927,2.86784,2.95407,2.60685,0.00127917,0.00127917,0.00127917
237,7937.66,2.6547,2.34268,2.22779,0.5326,0.35519,0.36067,0.18275,2.89718,3.0299,2.62546,0.00127752,0.00127752,0.00127752
238,7970.85,2.90132,2.14461,2.21292,0.50245,0.41257,0.39279,0.20373,2.95531,2.90089,2.64792,0.00127587,0.00127587,0.00127587
239,8004.06,2.8948,2.21497,2.18495,0.42295,0.40437,0.29474,0.14576,3.42141,3.22394,2.89388,0.00127422,0.00127422,0.00127422
240,8037.38,2.86402,2.07243,2.17234,0.5746,0.34699,0.40411,0.19355,3.0499,3.1106,2.84935,0.00127257,0.00127257,0.00127257
241,8070.75,2.71441,2.12045,2.2483,0.69939,0.3388,0.43032,0.24415,2.87554,2.99539,2.67303,0.00127092,0.00127092,0.00127092
242,8104.05,2.77284,2.19951,2.22797,0.64962,0.32492,0.42492,0.22811,2.88305,2.89041,2.628,0.00126927,0.00126927,0.00126927
243,8137.42,2.82458,2.33666,2.23471,0.77259,0.45492,0.51095,0.27951,2.83757,3.12619,2.6075,0.00126762,0.00126762,0.00126762
244,8170.86,2.87459,2.28575,2.17544,0.52263,0.44672,0.46466,0.23268,3.20603,3.30645,2.65157,0.00126597,0.00126597,0.00126597
245,8204.06,2.93361,2.30784,2.25386,0.72621,0.40864,0.48307,0.24243,3.041,3.29908,2.65757,0.00126432,0.00126432,0.00126432
246,8237.35,2.84031,2.07182,2.14923,0.90251,0.37956,0.52283,0.27104,3.00773,3.17382,2.63746,0.00126267,0.00126267,0.00126267
247,8270.69,2.66289,2.37818,2.24311,0.58474,0.42631,0.46468,0.23332,2.99737,3.03864,2.58928,0.00126102,0.00126102,0.00126102
248,8304.03,2.85751,2.22121,2.25959,0.59775,0.47951,0.44065,0.18943,2.96294,2.99289,2.54959,0.00125937,0.00125937,0.00125937
249,8337.23,2.74256,2.02492,2.21704,0.35626,0.45927,0.36888,0.16778,2.94609,3.05462,2.55432,0.00125772,0.00125772,0.00125772
250,8370.44,2.92453,2.29285,2.18652,0.42547,0.31956,0.28321,0.14989,3.13442,2.68088,2.60502,0.00125607,0.00125607,0.00125607
251,8403.79,3.00819,2.31253,2.24117,0.23481,0.33188,0.26448,0.14534,3.03828,2.77954,2.57858,0.00125442,0.00125442,0.00125442
252,8437.63,2.81953,2.14297,2.13574,0.4025,0.32104,0.27881,0.15406,2.93738,2.74126,2.54274,0.00125277,0.00125277,0.00125277
253,8470.86,2.64831,2.05703,2.10654,0.51118,0.37558,0.31237,0.16709,2.92114,2.75514,2.58778,0.00125112,0.00125112,0.00125112
254,8504.25,2.99818,2.16544,2.25627,0.66196,0.43033,0.43218,0.18347,2.97236,2.90262,2.61612,0.00124947,0.00124947,0.00124947
255,8537.33,2.66427,2.09802,2.15962,0.79841,0.51352,0.58196,0.20823,2.97994,2.82499,2.61395,0.00124782,0.00124782,0.00124782
256,8571,2.89618,2.07165,2.18108,0.78505,0.53825,0.62539,0.24983,2.83976,2.86925,2.51975,0.00124617,0.00124617,0.00124617
257,8604.23,2.55265,2.11432,2.17544,0.81313,0.52296,0.62812,0.25958,2.73639,2.75014,2.48467,0.00124452,0.00124452,0.00124452
258,8637.8,2.83805,2.09366,2.20617,0.67154,0.53533,0.57851,0.28437,2.62537,2.72176,2.47157,0.00124287,0.00124287,0.00124287
259,8671.03,2.7777,2.09182,2.1492,0.46518,0.47951,0.52048,0.27481,2.83426,2.61057,2.5562,0.00124121,0.00124121,0.00124121
260,8704.43,2.66746,1.95504,2.13412,0.81928,0.3388,0.5086,0.26243,2.92739,2.52402,2.62052,0.00123956,0.00123956,0.00123956
261,8737.84,2.67187,1.94155,2.09766,0.67678,0.39617,0.50171,0.262,3.08591,2.59161,2.65302,0.00123791,0.00123791,0.00123791
262,8771.21,2.81066,2.27354,2.24462,0.73089,0.38689,0.50623,0.22707,3.08599,2.66324,2.64174,0.00123626,0.00123626,0.00123626
263,8804.69,2.73673,2.06365,2.12282,0.59209,0.40115,0.50511,0.28158,2.9626,2.52755,2.6265,0.00123461,0.00123461,0.00123461
264,8838.09,2.91388,2.21029,2.25836,0.5909,0.36423,0.49732,0.26997,2.89189,2.8034,2.58979,0.00123296,0.00123296,0.00123296
265,8871.33,2.79004,2.10325,2.17314,0.48173,0.47131,0.45577,0.22382,2.97726,2.95888,2.68649,0.00123131,0.00123131,0.00123131
266,8905.82,2.90334,2.32904,2.15966,0.32997,0.37806,0.25544,0.13189,3.58863,3.52375,3.09428,0.00122966,0.00122966,0.00122966
267,8940.54,2.85981,2.14122,2.22107,0.43696,0.47131,0.38222,0.16685,3.32632,3.46124,2.88234,0.00122801,0.00122801,0.00122801
268,8974.99,2.69747,1.89499,2.15799,0.54927,0.25025,0.29584,0.13599,3.63447,3.51788,3.2859,0.00122636,0.00122636,0.00122636
269,9009.32,2.77316,1.98181,2.11204,0.4577,0.25155,0.26963,0.12705,3.68251,3.93759,3.37491,0.00122471,0.00122471,0.00122471
270,9043.9,2.88067,2.17419,2.21004,0.27699,0.37158,0.27433,0.1291,3.93589,4.6378,3.62559,0.00122306,0.00122306,0.00122306
271,9078.33,2.84349,2.2588,2.18004,0.24562,0.37978,0.28033,0.12485,3.98773,4.78025,3.66026,0.00122141,0.00122141,0.00122141
272,9112.58,2.91979,2.10082,2.13723,0.34424,0.3306,0.26691,0.12985,3.83775,4.80914,3.62859,0.00121976,0.00121976,0.00121976
273,9146.77,2.89344,2.2023,2.30293,0.36428,0.3306,0.26213,0.13542,3.65007,4.98183,3.45822,0.00121811,0.00121811,0.00121811
274,9180.96,2.79009,2.07784,2.16155,0.30027,0.3306,0.2299,0.12264,3.50788,5.09074,3.20365,0.00121646,0.00121646,0.00121646
275,9215,2.54725,2.07481,2.1078,0.29299,0.31421,0.22705,0.11802,3.73007,5.37415,3.36903,0.00121481,0.00121481,0.00121481
276,9248.39,2.75786,2.10753,2.14331,0.259,0.13115,0.13,0.06449,4.29684,6.85158,3.9814,0.00121316,0.00121316,0.00121316
277,9281.68,2.74889,2.18371,2.10893,0.21061,0.13115,0.12499,0.06298,4.35102,7.07268,4.18946,0.00121151,0.00121151,0.00121151
278,9314.8,2.63113,2.0234,2.13792,0.29063,0.12295,0.13703,0.07074,4.17588,6.89365,3.97818,0.00120986,0.00120986,0.00120986
279,9347.77,2.55603,1.96935,2.17118,0.27902,0.13115,0.15082,0.07536,4.00998,5.90015,3.63644,0.00120821,0.00120821,0.00120821
280,9380.82,2.61924,2.15879,2.25106,0.67925,0.21448,0.28236,0.14777,3.40811,4.4623,3.19995,0.00120656,0.00120656,0.00120656
281,9413.68,2.70586,2.03507,2.1228,0.88474,0.3224,0.42977,0.21328,3.16649,3.22465,2.89989,0.00120491,0.00120491,0.00120491
282,9446.75,2.77995,2.04372,2.10957,0.83758,0.31004,0.43942,0.21711,3.22817,3.08743,2.78415,0.00120326,0.00120326,0.00120326
283,9479.83,2.5566,2.01551,2.14755,0.66826,0.42663,0.51381,0.2302,3.12947,2.96165,2.87208,0.00120161,0.00120161,0.00120161
284,9513.14,2.64276,2.02034,2.1049,0.7783,0.41393,0.57146,0.25552,2.84019,2.85774,2.75722,0.00119996,0.00119996,0.00119996
285,9546.36,2.75459,1.99644,2.06881,0.53135,0.56632,0.5846,0.25694,2.99878,2.53966,2.7535,0.00119831,0.00119831,0.00119831
286,9579.42,2.71182,2.20317,2.16194,0.64658,0.47131,0.54836,0.26356,2.93971,2.53845,2.67094,0.00119666,0.00119666,0.00119666
287,9612.42,2.52272,1.95437,2.12327,0.47386,0.38798,0.43068,0.24018,2.8303,2.74443,2.63292,0.00119501,0.00119501,0.00119501
288,9645.56,2.72386,1.95882,2.11155,0.73328,0.46311,0.57328,0.24087,2.96585,2.8991,2.64131,0.00119336,0.00119336,0.00119336
289,9678.43,2.6323,2.13109,2.16796,0.7049,0.45905,0.60264,0.27969,2.9128,2.76159,2.60543,0.0011917,0.0011917,0.0011917
290,9711.53,2.9502,2.38501,2.20172,0.79683,0.47515,0.64288,0.29737,2.84496,2.63595,2.55616,0.00119005,0.00119005,0.00119005
291,9744.43,2.88136,2.05571,2.11151,0.60799,0.60761,0.68401,0.32628,2.75174,2.59935,2.52755,0.0011884,0.0011884,0.0011884
292,9777.5,2.3416,1.76173,2.08677,0.60277,0.60383,0.64746,0.33223,2.76078,2.70566,2.49462,0.00118675,0.00118675,0.00118675
293,9810.55,2.64572,2.00633,2.14198,0.734,0.49504,0.62182,0.3032,2.79641,2.92665,2.51823,0.0011851,0.0011851,0.0011851
294,9843.6,2.97144,2.18759,2.11986,0.73138,0.65623,0.67269,0.31211,2.89346,3.10552,2.49444,0.00118345,0.00118345,0.00118345
295,9876.4,2.68522,2.27888,2.13305,0.78549,0.56284,0.6714,0.3099,2.92841,3.05103,2.51344,0.0011818,0.0011818,0.0011818
296,9909.96,2.77796,2.20309,2.14206,0.74276,0.60383,0.64593,0.28716,2.92668,2.97017,2.51436,0.00118015,0.00118015,0.00118015
297,9943,2.41996,1.94306,2.05058,0.63697,0.60874,0.63451,0.29766,2.73453,3.15213,2.51288,0.0011785,0.0011785,0.0011785
298,9975.89,2.56723,2.15543,2.15006,0.61066,0.56284,0.61655,0.29217,3.02858,2.90923,2.57261,0.00117685,0.00117685,0.00117685
299,10009.1,2.58,2.05315,2.12311,0.47264,0.77049,0.58568,0.28951,2.98901,2.93686,2.61836,0.0011752,0.0011752,0.0011752
300,10042.1,2.29344,1.79179,2.03408,0.79516,0.61021,0.70669,0.33371,2.96485,2.62948,2.52744,0.00117355,0.00117355,0.00117355
301,10075.2,2.71975,2.10796,2.1043,0.71707,0.6282,0.69382,0.30886,2.96355,2.5067,2.53627,0.0011719,0.0011719,0.0011719
302,10109.5,2.52245,1.94888,2.06269,0.68598,0.63798,0.69721,0.31949,2.90422,2.53623,2.52104,0.00117025,0.00117025,0.00117025
303,10144,2.41644,1.83845,2.04522,0.82724,0.5942,0.69842,0.32461,2.87075,2.65573,2.54103,0.0011686,0.0011686,0.0011686
304,10178.4,2.49566,1.88968,2.07813,0.82917,0.51564,0.68495,0.25887,2.8257,2.6049,2.52592,0.00116695,0.00116695,0.00116695
305,10212.1,2.61425,2.1796,2.14849,0.84696,0.61529,0.70239,0.26019,2.81329,2.75187,2.49784,0.0011653,0.0011653,0.0011653
306,10244.9,2.77561,2.08411,2.13382,0.63748,0.6479,0.68628,0.26697,2.94076,2.72917,2.53744,0.00116365,0.00116365,0.00116365
307,10277.9,2.65618,2.00197,2.15988,0.65092,0.65437,0.69684,0.26668,2.85364,2.79426,2.52353,0.001162,0.001162,0.001162
308,10311,2.80657,2.01242,2.16774,0.76975,0.48961,0.65426,0.26467,2.7768,2.70208,2.5077,0.00116035,0.00116035,0.00116035
309,10343.9,2.62399,1.97351,2.07806,0.7376,0.50305,0.64287,0.28138,2.74092,2.70135,2.51474,0.0011587,0.0011587,0.0011587
310,10376.8,2.54664,1.93736,2.08327,0.83129,0.47426,0.6002,0.27245,2.66956,2.79954,2.47326,0.00115705,0.00115705,0.00115705
311,10409.8,2.60124,2.07974,2.14102,0.74933,0.47131,0.56912,0.28164,2.71276,2.72832,2.48618,0.0011554,0.0011554,0.0011554
312,10442.9,2.5945,2.08628,2.17649,0.54494,0.44716,0.52476,0.28074,2.70829,2.94398,2.49011,0.00115375,0.00115375,0.00115375
313,10475.9,2.70261,1.96935,2.22168,0.69767,0.43033,0.55442,0.27972,2.75874,2.88529,2.5105,0.0011521,0.0011521,0.0011521
314,10509.1,2.58246,1.94503,2.08905,0.76967,0.43033,0.58567,0.24255,2.84014,2.87311,2.5537,0.00115045,0.00115045,0.00115045
315,10542.1,2.60132,1.87114,2.15369,0.71568,0.43652,0.57282,0.23729,2.92807,2.97244,2.5653,0.0011488,0.0011488,0.0011488
316,10575,2.83119,2.00098,2.1463,0.67913,0.50918,0.64265,0.28453,2.87694,2.97652,2.51736,0.00114715,0.00114715,0.00114715
317,10607.9,2.59448,1.84018,2.08998,0.53711,0.5123,0.56931,0.23123,2.81373,2.80046,2.56066,0.0011455,0.0011455,0.0011455
318,10640.7,3.10638,2.27062,2.23655,0.89183,0.35847,0.52263,0.21759,2.84046,2.769,2.62358,0.00114385,0.00114385,0.00114385
319,10673.8,2.76353,2.07206,2.13795,0.55522,0.50961,0.52969,0.23076,2.75004,2.76719,2.6533,0.0011422,0.0011422,0.0011422
320,10707.1,2.62397,2.04536,2.13322,0.56222,0.46311,0.55814,0.24786,2.98438,2.90845,2.65992,0.00114054,0.00114054,0.00114054
321,10740.2,2.59357,2.11477,2.11095,0.6313,0.44672,0.53059,0.22709,3.0174,2.9335,2.6844,0.00113889,0.00113889,0.00113889
322,10773.2,2.62314,2.08367,2.14872,0.60586,0.5212,0.52569,0.22378,2.92466,2.81057,2.66265,0.00113724,0.00113724,0.00113724
323,10806.3,2.66195,1.99199,2.15166,0.69839,0.40574,0.53016,0.22588,2.76473,2.76424,2.61185,0.00113559,0.00113559,0.00113559
324,10839.5,2.78402,2.15942,2.25037,0.73041,0.39754,0.53294,0.23436,2.80577,2.6298,2.59929,0.00113394,0.00113394,0.00113394
325,10872.6,2.50858,1.96336,2.15194,0.80381,0.39754,0.54857,0.25261,2.86279,2.66637,2.64353,0.00113229,0.00113229,0.00113229
326,10906.1,2.56967,1.92369,2.02465,0.51278,0.44902,0.51111,0.23236,2.98923,2.74553,2.705,0.00113064,0.00113064,0.00113064
327,10939.5,2.58167,2.04699,2.10459,0.81366,0.3306,0.49136,0.23893,3.03531,2.68363,2.64094,0.00112899,0.00112899,0.00112899
328,10972.8,2.76286,2.10578,2.13529,0.72812,0.30601,0.46735,0.22859,3.1253,3.16233,2.72482,0.00112734,0.00112734,0.00112734
329,11005.5,2.41123,1.78714,1.97146,0.66573,0.3224,0.36866,0.17387,3.59445,3.88192,2.98384,0.00112569,0.00112569,0.00112569
330,11038.6,2.54098,1.9471,2.15927,0.49021,0.35519,0.29907,0.14443,4.27605,4.1015,3.45139,0.00112404,0.00112404,0.00112404
331,11072,2.46236,1.79061,2.04685,0.41582,0.35519,0.33588,0.1557,4.14912,4.1901,3.23255,0.00112239,0.00112239,0.00112239
332,11105.2,2.54571,1.88696,2.14938,0.84755,0.38923,0.55952,0.28793,3.28043,3.36351,2.69429,0.00112074,0.00112074,0.00112074
333,11138.3,2.61387,2.00766,2.05573,0.5922,0.6111,0.56999,0.26933,3.12983,3.14683,2.67302,0.00111909,0.00111909,0.00111909
334,11171.4,2.54304,1.97746,2.11906,0.60714,0.56461,0.52402,0.21982,3.14616,3.11913,2.71168,0.00111744,0.00111744,0.00111744
335,11204.6,2.56094,1.80806,2.13933,0.60365,0.49048,0.54437,0.2264,3.09563,2.99301,2.72416,0.00111579,0.00111579,0.00111579
336,11237.9,2.55886,1.87374,2.07715,0.67343,0.55388,0.55874,0.23726,3.02641,2.81762,2.78275,0.00111414,0.00111414,0.00111414
337,11270.7,2.55405,1.84979,2.03436,0.7602,0.43925,0.56452,0.2344,3.02078,2.78048,2.71438,0.00111249,0.00111249,0.00111249
338,11303.6,2.61,1.92096,2.10418,0.63441,0.4483,0.55091,0.24046,3.09114,2.86756,2.71632,0.00111084,0.00111084,0.00111084
339,11336.8,2.62401,2.02526,2.16696,0.6087,0.4877,0.54448,0.27719,3.11449,2.85875,2.69665,0.00110919,0.00110919,0.00110919
340,11370.2,2.48851,1.81642,2.11346,0.62861,0.45555,0.6043,0.30069,2.93339,2.876,2.67512,0.00110754,0.00110754,0.00110754
341,11403.2,2.73505,2.14861,2.14071,0.71728,0.43778,0.61322,0.256,2.96144,2.86046,2.7283,0.00110589,0.00110589,0.00110589
342,11436.3,2.45251,1.92313,2.0491,0.44706,0.63289,0.57296,0.20913,2.99368,2.7731,2.77829,0.00110424,0.00110424,0.00110424
343,11469.5,2.60739,1.95216,2.12871,0.54051,0.70435,0.56102,0.19188,3.02072,2.85638,2.78285,0.00110259,0.00110259,0.00110259
344,11502.9,2.63899,1.91292,2.06629,0.48648,0.60417,0.56453,0.21658,2.77036,2.89494,2.66475,0.00110094,0.00110094,0.00110094
345,11536,2.52631,2.1097,2.07924,0.77351,0.43033,0.58426,0.22561,2.64259,2.99715,2.6594,0.00109929,0.00109929,0.00109929
346,11569.1,2.39503,1.84001,2.07525,0.79585,0.41587,0.61529,0.24819,2.66937,2.85287,2.6796,0.00109764,0.00109764,0.00109764
347,11601.9,2.43195,1.77707,2.06074,0.63649,0.56284,0.637,0.26829,2.6612,2.73253,2.69724,0.00109599,0.00109599,0.00109599
348,11635.1,2.60222,1.99094,2.11222,0.60387,0.62022,0.67562,0.29552,2.80401,2.69783,2.70818,0.00109434,0.00109434,0.00109434
349,11668.1,2.28985,1.71321,1.98165,0.62059,0.61947,0.71537,0.31306,2.74969,2.72658,2.65837,0.00109269,0.00109269,0.00109269
350,11701.2,2.55341,2.04459,2.06464,0.78662,0.56072,0.67909,0.3667,2.66461,2.68057,2.59725,0.00109103,0.00109103,0.00109103
351,11734.2,2.41819,1.94508,2.06692,0.69981,0.57448,0.67848,0.3319,2.71225,2.62052,2.59765,0.00108938,0.00108938,0.00108938
352,11767.5,2.342,1.92913,2.08339,0.74157,0.51334,0.66079,0.31784,2.9137,2.83505,2.68755,0.00108773,0.00108773,0.00108773
353,11800.8,2.42146,2.02116,2.07313,0.52734,0.5497,0.61464,0.30184,3.03129,3.09377,2.67709,0.00108608,0.00108608,0.00108608
354,11833.9,2.49038,1.97964,2.08989,0.57922,0.61339,0.60175,0.27992,2.97185,3.06984,2.69969,0.00108443,0.00108443,0.00108443
355,11867,2.43151,1.77203,2.08054,0.64229,0.48907,0.54837,0.25178,2.9072,3.02691,2.7807,0.00108278,0.00108278,0.00108278
356,11899.9,2.56915,2.00495,2.13512,0.66066,0.48773,0.52479,0.24873,2.81777,3.05179,2.69311,0.00108113,0.00108113,0.00108113
357,11932.9,2.65257,1.91917,2.08355,0.58992,0.48907,0.50718,0.24953,2.83502,3.07528,2.67849,0.00107948,0.00107948,0.00107948
358,11966,2.49966,1.86973,2.05054,0.43873,0.7541,0.47701,0.20329,2.88693,3.10028,2.69485,0.00107783,0.00107783,0.00107783
359,11999.1,2.77431,1.94055,2.10048,0.46109,0.7461,0.51068,0.21475,2.94096,2.98918,2.72398,0.00107618,0.00107618,0.00107618
360,12032.1,2.24554,1.82058,2.00291,0.49984,0.69977,0.52842,0.21406,3.06162,2.77253,2.74038,0.00107453,0.00107453,0.00107453
361,12064.9,2.55374,1.81595,2.05,0.48789,0.64617,0.52444,0.20161,3.10166,2.81328,2.7518,0.00107288,0.00107288,0.00107288
362,12098.3,2.51728,2.10235,2.22716,0.54695,0.61339,0.51554,0.19817,3.0799,2.8684,2.73789,0.00107123,0.00107123,0.00107123
363,12131.4,2.36627,1.86272,2.08134,0.62704,0.53005,0.50129,0.21153,2.9195,2.86968,2.6449,0.00106958,0.00106958,0.00106958
364,12164.6,2.68999,1.99408,2.01023,0.58949,0.59158,0.51227,0.22803,2.81184,3.01511,2.61709,0.00106793,0.00106793,0.00106793
365,12197.6,2.64148,2.08108,2.15731,0.49634,0.65437,0.51058,0.23713,2.84683,3.02987,2.61361,0.00106628,0.00106628,0.00106628
366,12231,2.4942,1.86595,2.07508,0.69795,0.49265,0.52443,0.24274,2.85748,3.10105,2.62518,0.00106463,0.00106463,0.00106463
