                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.0775,                 2.7321,                 1.1405,                 1.1542,                 7.6963,                 1.0371,                0.01051,                   0.75,                0.50557,                0.22617,                0.72077,                 2.9395,                0.95153,                0.88869,                 5.1411,                0.87011,             0.00052816,             0.00052816,             0.00052816
                     12,                 1.2781,                  2.666,                 1.2521,                  1.604,                 6.4614,                 1.1251,                0.01051,                   0.75,                0.40773,                0.23933,                 0.7789,                 2.9311,                0.97255,                 1.0097,                 5.1622,                0.90839,              0.0005771,              0.0005771,              0.0005771
                     13,                 1.2802,                 2.3784,                 1.2523,                 1.4831,                 5.5563,                 1.1409,                0.00972,                   0.75,                0.30731,                0.19912,                 1.2004,                 3.1877,                 1.5826,                 1.3824,                 5.3331,                 1.2727,             0.00062593,             0.00062593,             0.00062593
                     14,                 1.2066,                 2.4561,                 1.2543,                 1.1773,                 6.7117,                 1.1122,                0.00973,                   0.75,                0.15226,                0.08611,                 1.2332,                 3.2732,                 1.4636,                 1.2001,                 5.2327,                 1.3345,             0.00067467,             0.00067467,             0.00067467
                     15,                 1.2378,                 2.9368,                 1.2465,                 1.5547,                   7.75,                 1.1245,                0.00973,                   0.75,                0.27229,                0.10219,                 1.0086,                  3.312,                 1.3226,                 1.1873,                 5.2188,                 1.5169,             0.00072331,             0.00072331,             0.00072331
                     16,                 1.5876,                 3.2906,                 1.6456,                 1.5501,                  7.221,                 1.4236,                0.00974,                   0.75,                0.28001,                0.07525,                 1.0993,                 3.1722,                 1.3809,                 1.2464,                 5.2445,                 1.4635,             0.00077186,             0.00077186,             0.00077186
                     17,                 1.4854,                 2.5911,                 1.4669,                 1.4553,                 5.2889,                 1.2439,                 0.0104,                   0.75,                0.33637,                0.19141,                  1.458,                 3.0424,                  1.583,                 1.1993,                 5.1413,                 1.4667,              0.0008203,              0.0008203,              0.0008203
                     18,                 1.2707,                 2.2384,                 1.3364,                  1.528,                 4.7651,                 1.2078,                0.01146,                   0.75,                0.42213,                0.18498,                  1.105,                 2.9295,                 1.4745,                 1.6067,                 5.3284,                  1.712,             0.00086864,             0.00086864,             0.00086864
                     19,                 1.2674,                 2.5262,                   1.31,                 1.4503,                 5.4287,                  1.224,                0.01017,                    0.5,                0.26913,                 0.0884,                 1.2517,                 3.0387,                 1.4569,                 1.4418,                 5.4642,                 1.7484,             0.00091688,             0.00091688,             0.00091688
                     20,                 1.0782,                 2.3026,                 1.0603,                 1.4093,                 6.0662,                0.99809,                 0.0124,                    0.5,                0.06946,                0.03287,                 1.2026,                 3.0712,                 1.4898,                 1.4936,                 5.5057,                 1.6024,             0.00096503,             0.00096503,             0.00096503
                     21,                 1.8748,                 3.4988,                 1.2998,                  1.851,                 7.1639,                 1.1833,                0.00951,                    0.5,                0.24992,                0.14651,                 1.1653,                 3.0064,                 1.7848,                 1.4768,                 5.5924,                 1.4769,              0.0010131,              0.0010131,              0.0010131
                     22,                  1.268,                 2.1686,                 1.2266,                 1.5816,                 5.3638,                 1.1902,                0.00673,                    0.5,                0.09412,                0.07381,                 1.2186,                 2.9574,                 2.1666,                 1.5003,                 5.2301,                 1.7458,               0.001061,               0.001061,               0.001061
                     23,                0.79333,                 6.8425,                0.80271,                 0.9612,                 7.7193,                0.77641,                0.00668,                    0.5,                0.25952,                0.14824,                 1.0392,                 2.5514,                 1.8967,                  1.136,                 5.0423,                 1.5806,              0.0011089,              0.0011089,              0.0011089
                     24,                 1.2014,                 2.6597,                 1.2632,                 1.4776,                 6.9837,                 1.2415,                0.00686,                    0.5,                0.25273,                0.23178,                 1.5982,                 2.7227,                 2.6108,                 1.1779,                 5.0842,                 1.6223,              0.0011566,              0.0011566,              0.0011566
                     25,                 1.1939,                 2.2664,                 1.1702,                 1.7453,                 5.4196,                 1.1662,                0.00743,                    0.5,                0.25339,                0.14188,                 1.5856,                  3.012,                  2.356,                 1.9437,                 5.6729,                 2.2081,              0.0012043,              0.0012043,              0.0012043
                     26,                 1.3701,                 2.3961,                 1.4534,                 1.2994,                  6.253,                 1.2834,                0.04505,                   0.25,                0.27875,                0.23572,                 1.5318,                 2.4197,                 1.9242,                 1.9339,                 5.6535,                 2.4141,              0.0012518,              0.0012518,              0.0012518
                     27,                 1.4092,                 2.5208,                 1.3906,                 1.4806,                 5.5012,                 1.2981,                0.00442,                    0.5,                0.05827,                0.00932,                  4.209,                 3.8776,                 19.768,                  3.616,                 7.2661,                 8.1998,              0.0012993,              0.0012993,              0.0012993
                     28,                 1.3483,                 2.3655,                  1.324,                  1.675,                 5.7479,                 1.4156,                0.01486,                    0.5,                0.03123,                 0.0099,                 4.3582,                 5.4591,                 38.899,                 3.3167,                 6.4908,                 9.4155,              0.0013466,              0.0013466,              0.0013466
                     29,                 1.5234,                 2.6605,                 1.3049,                 1.7025,                 7.0767,                 1.1942,                0.01486,                    0.5,                0.03123,                 0.0099,                 4.3582,                 5.4591,                 38.899,                 3.3167,                 6.4908,                 9.4155,              0.0013939,              0.0013939,              0.0013939
                     30,                 1.2955,                 2.7442,                 1.2787,                 1.2717,                 6.9909,                 1.2115,                 0.0022,                   0.25,                0.00594,                 0.0039,                 3.2999,                 6.3899,                 15.688,                  3.311,                 7.9823,                 19.348,               0.001441,               0.001441,               0.001441
                     31,                 1.7986,                 6.5677,                 1.3261,                 1.7549,                 7.5869,                 1.3101,                0.00556,                    0.5,                0.01228,                0.00546,                 4.1786,                 22.999,                 31.735,                 3.0262,                 9.4175,                 14.287,              0.0014881,              0.0014881,              0.0014881
                     32,                 1.6866,                 2.4392,                 1.4107,                 1.7861,                 4.8647,                 1.2392,                 0.0022,                   0.25,                0.00184,                0.00129,                 2.4996,                 23.414,                 16.904,                 3.1545,                 8.4775,                 9.2905,               0.001535,               0.001535,               0.001535
                     33,                 1.2492,                 2.0431,                 1.2834,                 1.3538,                 4.7097,                 1.3116,                 0.0022,                   0.25,                0.00184,                0.00129,                 2.4996,                 23.414,                 16.904,                 3.1545,                 8.4775,                 9.2905,              0.0015819,              0.0015819,              0.0015819
                     34,                 1.7846,                 2.6151,                 1.4852,                 1.6497,                 5.2642,                 1.4614,                0.00726,                    0.5,                0.01509,                0.01277,                 2.0208,                 18.742,                  10.76,                 1.9026,                 10.163,                 6.7536,              0.0016125,              0.0016125,              0.0016125
                     35,                  1.293,                  2.071,                  1.264,                  1.729,                 4.6923,                 1.2832,                0.24038,                    0.5,                0.14768,                0.13609,                 1.5376,                 6.9629,                 4.3018,                 1.9968,                 7.8523,                 3.2547,              0.0016125,              0.0016125,              0.0016125
                     36,                 1.4374,                 1.9582,                 1.3409,                 1.8426,                 4.6643,                  1.287,                0.10238,                0.70223,                0.13083,                0.10161,                 1.3253,                 5.4257,                 2.7685,                 1.4929,                 6.8234,                 2.0934,              0.0016109,              0.0016109,              0.0016109
                     37,                 1.5343,                 2.2131,                 1.4816,                 1.7106,                 4.8101,                 1.3871,                0.10238,                0.70223,                0.13083,                0.10161,                 1.3253,                 5.4257,                 2.7685,                 1.4929,                 6.8234,                 2.0934,              0.0016092,              0.0016092,              0.0016092
                     38,                 1.6213,                 2.1695,                 1.4977,                 1.7392,                 4.6638,                 1.2038,                0.79606,                   0.25,                0.33602,                0.28593,                 1.2784,                 3.5692,                 2.7554,                 1.9975,                  5.774,                 2.9721,              0.0016076,              0.0016076,              0.0016076
                     39,                 1.3237,                  2.066,                  1.284,                 1.7057,                 4.4718,                 1.2611,                0.38593,                0.60784,                0.66247,                0.47169,                 1.5586,                 2.3041,                 2.7315,                 1.8996,                 4.4319,                 2.6385,              0.0016059,              0.0016059,              0.0016059
                     40,                 1.3908,                 2.6106,                 1.3216,                 1.7021,                 5.4936,                  1.231,                0.00231,                   0.25,                 0.0023,                0.00046,                 3.8975,                 29.735,                 28.635,                  4.525,                 7.0728,                 48.506,              0.0016043,              0.0016043,              0.0016043
                     41,                 1.4316,                 2.2638,                 1.3589,                 1.8362,                 4.6764,                 1.2845,                0.00231,                   0.25,                 0.0023,                0.00046,                 3.8975,                 29.735,                 28.635,                  4.525,                 7.0728,                 48.506,              0.0016026,              0.0016026,              0.0016026
                     42,                 1.4887,                 2.1353,                 1.5198,                 1.7809,                  4.529,                 1.6277,                0.94727,                   0.25,                0.35669,                0.26674,                 1.2246,                 3.4346,                 2.0131,                 1.7904,                 4.5892,                   2.59,               0.001601,               0.001601,               0.001601
                     43,                 1.1046,                 1.8766,                 1.1769,                 1.4944,                  4.664,                 1.2231,                0.65626,                0.65059,                0.58062,                0.37423,                 1.0613,                  4.757,                 1.7469,                 1.7061,                 6.4707,                 3.3028,              0.0015993,              0.0015993,              0.0015993
                     44,                 1.3022,                 1.9689,                 1.3034,                 1.8186,                 4.1481,                  1.394,                0.23905,                   0.75,                0.42263,                0.30913,                 1.0625,                 5.4321,                  1.431,                 1.4437,                 5.9773,                 2.0408,              0.0015977,              0.0015977,              0.0015977
                     45,                 1.2971,                 2.1863,                 1.3283,                 1.5994,                 4.2662,                 1.3227,                0.23905,                   0.75,                0.42263,                0.30913,                 1.0625,                 5.4321,                  1.431,                 1.4437,                 5.9773,                 2.0408,               0.001596,               0.001596,               0.001596
                     46,                 1.4196,                 2.0654,                 1.3883,                 1.8411,                 4.4611,                 1.4204,                0.08336,                    0.5,                0.18518,                0.13665,                 1.3241,                 6.1084,                 2.0775,                 1.4083,                 5.9333,                 1.6411,              0.0015944,              0.0015944,              0.0015944
                     47,                 1.3874,                 2.1755,                  1.363,                 1.8695,                 4.3066,                 1.3834,                0.15952,                   0.25,                0.27609,                0.21202,                 1.4562,                 11.628,                 3.4183,                 1.8029,                 7.7476,                 2.1436,              0.0015927,              0.0015927,              0.0015927
                     48,                 1.2869,                 2.2699,                 1.3737,                 1.7243,                 4.5782,                 1.3174,                0.96608,                   0.25,                0.29945,                0.24812,                 1.6911,                 13.604,                 3.9551,                 1.2956,                  8.812,                 1.7076,              0.0015911,              0.0015911,              0.0015911
                     49,                 1.3808,                 2.3782,                 1.2663,                 1.8475,                 4.8805,                 1.3344,                0.96608,                   0.25,                0.29945,                0.24812,                 1.6911,                 13.604,                 3.9551,                 1.2956,                  8.812,                 1.7076,              0.0015894,              0.0015894,              0.0015894
                     50,                 1.6878,                 3.0221,                 1.9019,                 2.4088,                 5.3831,                 1.6095,                0.21402,                   0.25,                0.26018,                0.21264,                  1.567,                 12.363,                 2.2161,                 1.3562,                 8.3326,                 1.4556,              0.0015878,              0.0015878,              0.0015878
                     51,                 1.4207,                 2.8986,                 1.5638,                 1.7584,                 6.0738,                 1.5912,                0.74145,                   0.25,                0.13295,                0.12121,                 1.2218,                 11.594,                 1.5624,                 1.1962,                 8.1671,                 1.3454,              0.0015861,              0.0015861,              0.0015861
                     52,                 1.6244,                 2.2353,                 1.4007,                 1.8858,                 4.0516,                  1.426,                0.97914,                   0.25,                0.30287,                0.17674,                0.96952,                 3.0552,                 1.3874,                 1.8713,                  4.573,                 1.5631,              0.0015845,              0.0015845,              0.0015845
                     53,                  1.449,                 1.9724,                 1.3298,                 1.6829,                 4.0727,                 1.2802,                0.97914,                   0.25,                0.30287,                0.17674,                0.96952,                 3.0552,                 1.3874,                 1.8713,                  4.573,                 1.5631,              0.0015828,              0.0015828,              0.0015828
                     54,                 1.2865,                 2.2049,                 1.2614,                  1.547,                 4.5222,                 1.3111,                0.73608,                    0.5,                0.46576,                 0.3042,                 1.1367,                 3.0682,                  1.314,                 1.2614,                 3.5705,                 1.4795,              0.0015812,              0.0015812,              0.0015812
                     55,                  1.354,                 2.1563,                 1.3274,                 1.3894,                 4.8622,                 1.2228,                0.63136,                   0.25,                0.25792,                0.08909,                 1.4314,                 5.4873,                  1.333,                 1.6816,                   4.04,                 1.7373,              0.0015795,              0.0015795,              0.0015795
                     56,                 1.3766,                 2.1582,                 1.3379,                 1.7878,                 3.9563,                 1.3234,                 0.0034,                    0.5,                0.04363,                0.02803,                 2.0415,                 14.539,                 2.2521,                 2.0971,                 4.2188,                   1.92,              0.0015779,              0.0015779,              0.0015779
                     57,                 1.4332,                 2.4973,                 1.3444,                 1.7809,                 4.2777,                 1.3164,                 0.0034,                    0.5,                0.04363,                0.02803,                 2.0415,                 14.539,                 2.2521,                 2.0971,                 4.2188,                   1.92,              0.0015762,              0.0015762,              0.0015762
                     58,                 1.1706,                 1.7927,                 1.1916,                 1.4523,                 3.6109,                  1.252,                0.59526,                   0.25,                0.12418,                0.06421,                 2.3659,                 32.906,                  2.899,                 3.1124,                 4.7471,                 3.7529,              0.0015746,              0.0015746,              0.0015746
                     59,                 1.3076,                 1.8346,                 1.3243,                 1.4976,                 3.4401,                 1.2612,                 0.0036,                    0.5,                0.01999,                0.01277,                 2.0289,                 39.501,                 2.4915,                 2.5771,                 4.0022,                 2.4482,              0.0015729,              0.0015729,              0.0015729
                     60,                 1.3929,                  1.895,                 1.2395,                 2.0042,                 3.3434,                  1.237,                0.62629,                   0.25,                0.24794,                0.20551,                 1.9069,                 33.067,                 2.3178,                 3.0202,                 3.6255,                 3.5297,              0.0015713,              0.0015713,              0.0015713
                     61,                 1.1972,                 1.9763,                 1.2553,                 1.3603,                 4.3701,                 1.1669,                0.62629,                   0.25,                0.24794,                0.20551,                 1.9069,                 33.067,                 2.3178,                 3.0202,                 3.6255,                 3.5297,              0.0015696,              0.0015696,              0.0015696
                     62,                 1.2073,                 1.7227,                 1.2863,                 1.5045,                 3.2748,                 1.3179,                0.66487,                   0.25,                0.24793,                0.15718,                 2.5606,                 19.043,                 3.2089,                 3.2565,                  3.994,                 3.4201,               0.001568,               0.001568,               0.001568
                     63,                 1.3884,                  1.971,                 1.3895,                 1.6068,                  3.117,                  1.307,                0.65684,                   0.25,                0.24794,                 0.1807,                 2.8218,                 4.9736,                 3.2422,                 2.9998,                 3.8794,                 2.7991,              0.0015663,              0.0015663,              0.0015663
                     64,                  1.305,                 1.7747,                 1.2168,                 1.5433,                 3.4841,                 1.3333,                0.00186,                   0.25,                0.24797,                0.13232,                 3.3654,                 3.8317,                 3.6755,                 2.7227,                 3.9912,                 2.4578,              0.0015647,              0.0015647,              0.0015647
                     65,                 1.3726,                   1.78,                 1.3245,                 1.5616,                 3.8156,                 1.3138,                0.00186,                   0.25,                0.24797,                0.13232,                 3.3654,                 3.8317,                 3.6755,                 2.7227,                 3.9912,                 2.4578,               0.001563,               0.001563,               0.001563
                     66,                  1.306,                 1.6504,                 1.2312,                 1.9323,                 3.2135,                 1.2475,                0.00238,                   0.25,                0.06248,                0.05623,                  3.177,                 3.2933,                 3.8349,                 3.2874,                 4.0468,                 2.8449,              0.0015614,              0.0015614,              0.0015614
                     67,                 1.4061,                 2.0423,                 1.3485,                 1.7938,                 3.7384,                 1.4601,                0.15567,                   0.25,                0.25636,                0.22419,                  2.429,                 3.6146,                 2.4489,                  2.817,                 3.7524,                 2.7746,              0.0015597,              0.0015597,              0.0015597
                     68,                 1.2128,                 1.6602,                 1.1591,                 1.6696,                 2.9906,                 1.1723,                0.39603,                   0.25,                0.26071,                 0.2546,                 1.1126,                 3.4365,                 1.4994,                 1.9194,                 3.3862,                 1.6989,              0.0015581,              0.0015581,              0.0015581
                     69,                 1.4592,                 1.8902,                 1.4735,                 1.6297,                 3.1759,                 1.4264,                0.39603,                   0.25,                0.26071,                 0.2546,                 1.1126,                 3.4365,                 1.4994,                 1.9194,                 3.3862,                 1.6989,              0.0015564,              0.0015564,              0.0015564
                     70,                 1.4372,                 1.9431,                 1.3686,                 1.7436,                 3.3004,                 1.4455,                0.42686,                    0.5,                  0.343,                 0.2666,                 1.0563,                 3.4163,                 1.3057,                  1.603,                 3.5895,                 1.3727,              0.0015548,              0.0015548,              0.0015548
                     71,                 1.5031,                 4.0328,                 1.3431,                 1.4746,                 4.3046,                 1.1313,                0.33283,                    0.5,                0.52102,                0.39808,                 1.2072,                 4.9654,                 1.4415,                 1.4759,                 6.5046,                 1.4954,              0.0015531,              0.0015531,              0.0015531
                     72,                 1.3306,                 1.7109,                 1.3687,                 1.7074,                 2.8603,                 1.3019,                0.20569,                    0.5,                0.56226,                0.44774,                 1.2742,                 10.079,                 1.6987,                  1.072,                 10.906,                 1.4218,              0.0015515,              0.0015515,              0.0015515
                     73,                0.81769,                 4.8608,                0.81861,                 1.0031,                  3.375,                0.83392,                0.20569,                    0.5,                0.56226,                0.44774,                 1.2742,                 10.079,                 1.6987,                  1.072,                 10.906,                 1.4218,              0.0015498,              0.0015498,              0.0015498
                     74,                 1.2125,                 1.5812,                  1.145,                 1.4557,                 2.8516,                 1.1862,                 0.3983,                    0.5,                0.58466,                0.43752,                 1.4764,                 8.1997,                 1.8432,                 1.4984,                 6.2418,                 1.6348,              0.0015482,              0.0015482,              0.0015482
                     75,                 1.4338,                 1.8919,                  1.256,                  1.725,                 2.9797,                 1.2991,                0.24791,                    0.5,                0.62538,                0.43706,                 1.4485,                 4.7549,                  1.749,                 1.3664,                 3.1399,                 2.0121,              0.0015465,              0.0015465,              0.0015465
                     76,                  1.484,                 1.8066,                 1.4095,                  1.708,                 3.2177,                 1.5106,                      1,                0.49708,                0.52894,                0.41962,                  1.207,                 2.8216,                 1.3429,                 1.9009,                 2.8998,                 1.5247,              0.0015449,              0.0015449,              0.0015449
                     77,                 1.4041,                 1.7517,                 1.2457,                 1.9253,                 3.0265,                 1.2113,                      1,                0.49708,                0.52894,                0.41962,                  1.207,                 2.8216,                 1.3429,                 1.9009,                 2.8998,                 1.5247,              0.0015432,              0.0015432,              0.0015432
                     78,                 1.0944,                 1.9901,                 1.1664,                 1.1835,                 3.5097,                 1.0973,                0.73383,                    0.5,                0.39518,                 0.2921,                 1.2467,                 3.6438,                 1.3644,                 1.7668,                 3.5663,                 1.5024,              0.0015416,              0.0015416,              0.0015416
                     79,                 1.3492,                  1.792,                 1.3835,                 1.5552,                 2.9825,                 1.4139,                      1,                0.47386,                0.50472,                0.42172,                 1.3765,                 3.4807,                 1.3921,                 1.9278,                 3.2944,                 1.6661,              0.0015399,              0.0015399,              0.0015399
                     80,                  1.384,                 1.7512,                 1.3912,                 1.4238,                 3.3318,                 1.2366,                0.97207,                    0.5,                0.50128,                0.41164,                 1.3265,                 2.2878,                  1.355,                 2.1915,                 2.8125,                 1.9828,              0.0015383,              0.0015383,              0.0015383
                     81,                 1.2185,                 1.7313,                 1.3222,                 1.7451,                 2.9564,                 1.3373,                0.97207,                    0.5,                0.50128,                0.41164,                 1.3265,                 2.2878,                  1.355,                 2.1915,                 2.8125,                 1.9828,              0.0015366,              0.0015366,              0.0015366
                     82,                 1.3491,                 1.7022,                 1.2683,                 1.8214,                 2.7727,                 1.2893,                      1,                0.47789,                0.49987,                0.41845,                 1.2423,                  1.768,                 1.4036,                 2.0821,                 2.6301,                 1.6607,               0.001535,               0.001535,               0.001535
                     83,                  1.467,                 1.8252,                 1.3472,                 1.6585,                 2.6671,                 1.4474,                0.79622,                    0.5,                0.42951,                0.35553,                0.99763,                 1.7406,                 1.2436,                 1.6413,                 2.6292,                  1.494,              0.0015333,              0.0015333,              0.0015333
                     84,                 1.4987,                 2.6989,                 1.5362,                  2.024,                  4.014,                 1.6319,                0.83136,                0.49408,                0.42314,                0.32072,                  1.089,                 1.9499,                 1.2476,                 1.7981,                 2.7463,                 1.4044,              0.0015317,              0.0015317,              0.0015317
                     85,                 1.2707,                 1.7573,                 1.2324,                 1.4561,                 2.7232,                 1.2493,                0.83136,                0.49408,                0.42314,                0.32072,                  1.089,                 1.9499,                 1.2476,                 1.7981,                 2.7463,                 1.4044,                0.00153,                0.00153,                0.00153
                     86,                 1.2348,                 1.6877,                 1.2493,                 1.4678,                 2.7985,                 1.3578,                0.32512,                0.47537,                0.42308,                0.30947,                 1.1838,                 1.8782,                 1.2099,                 1.5575,                 3.0115,                 1.3708,              0.0015284,              0.0015284,              0.0015284
                     87,                 1.4409,                 1.8145,                 1.3191,                 1.7082,                 2.7936,                 1.2728,                0.32638,                0.47914,                 0.4233,                0.25772,                  1.136,                 2.4151,                 1.2245,                 1.4118,                 3.0493,                 1.2984,              0.0015267,              0.0015267,              0.0015267
                     88,                 1.2775,                 1.6429,                 1.2395,                 1.6071,                  2.498,                 1.2512,                0.74764,                   0.25,                0.28063,                0.23849,                 1.2234,                 4.2491,                 1.3726,                 1.1877,                 3.4533,                 1.1645,              0.0015251,              0.0015251,              0.0015251
                     89,                 1.0619,                 1.4352,                 1.1542,                 1.4699,                 2.4801,                 1.1792,                0.74764,                   0.25,                0.28063,                0.23849,                 1.2234,                 4.2491,                 1.3726,                 1.1877,                 3.4533,                 1.1645,              0.0015234,              0.0015234,              0.0015234
                     90,                 1.3028,                 1.6603,                 1.2962,                 1.5312,                 2.6237,                 1.3162,                0.33213,                    0.5,                0.33216,                 0.2774,                  1.333,                 5.1614,                 1.4789,                 1.1379,                 3.5887,                 1.1185,              0.0015218,              0.0015218,              0.0015218
                     91,                 1.9707,                 2.3742,                  1.502,                  2.088,                 2.7029,                 1.3189,                0.35848,                    0.5,                0.59557,                0.35928,                0.94994,                 3.2759,                 1.1507,                  1.171,                 2.9738,                 1.0509,              0.0015201,              0.0015201,              0.0015201
                     92,                 1.1657,                 1.3597,                 1.1897,                 1.5977,                 2.1875,                 1.2749,                0.52592,                 0.4851,                0.54146,                0.43125,                 1.1148,                 2.9556,                  1.233,                  1.447,                 2.6241,                  1.268,              0.0015185,              0.0015185,              0.0015185
                     93,                 1.2302,                 1.6131,                 1.2934,                 1.5255,                 2.4927,                  1.327,                0.52592,                 0.4851,                0.54146,                0.43125,                 1.1148,                 2.9556,                  1.233,                  1.447,                 2.6241,                  1.268,              0.0015168,              0.0015168,              0.0015168
                     94,                 1.3027,                 1.6157,                 1.1845,                 1.8294,                 2.3608,                 1.1659,                0.54727,                0.72085,                0.53753,                0.46846,                 1.1833,                 2.7244,                 1.3369,                 1.4145,                 2.8031,                 1.2227,              0.0015152,              0.0015152,              0.0015152
                     95,                0.91743,                 1.6885,                  1.159,                 1.2069,                 2.8761,                 1.1575,                0.56493,                0.67214,                0.55349,                0.46484,                 1.2402,                 2.4431,                 1.3846,                 1.4704,                 2.6154,                 1.2972,              0.0015135,              0.0015135,              0.0015135
                     96,                 1.3392,                 1.5185,                 1.2577,                 1.4091,                 2.3402,                 1.1985,                0.36349,                0.51398,                 0.5056,                0.40106,                 1.1799,                 1.7036,                 1.4296,                 1.4507,                 2.4745,                 1.3263,              0.0015119,              0.0015119,              0.0015119
                     97,                 1.3281,                 1.9132,                 1.2421,                 1.7765,                  2.805,                 1.1972,                0.36349,                0.51398,                 0.5056,                0.40106,                 1.1799,                 1.7036,                 1.4296,                 1.4507,                 2.4745,                 1.3263,              0.0015102,              0.0015102,              0.0015102
                     98,                 1.3185,                 1.5466,                 1.2882,                 1.6002,                 2.2442,                  1.187,                0.69753,                0.72292,                0.63034,                0.50125,                0.92468,                   1.59,                 1.2922,                 1.4194,                 2.1518,                 1.5954,              0.0015086,              0.0015086,              0.0015086
                     99,                 1.2567,                 1.8043,                 1.3007,                 1.4354,                  2.589,                 1.4757,                0.80798,                0.56827,                0.74821,                0.58127,                0.95011,                 1.5437,                 1.3513,                 1.3875,                 2.1459,                 1.6472,              0.0015069,              0.0015069,              0.0015069
                    100,                 1.1852,                 1.5023,                  1.262,                 1.4773,                 2.3803,                 1.2585,                0.59648,                    0.5,                0.62365,                0.54039,                0.96722,                 1.3521,                  1.291,                 1.4779,                 2.0249,                 1.8848,              0.0015053,              0.0015053,              0.0015053
                    101,                  1.019,                 1.6763,                 1.1602,                 1.4444,                 2.6332,                 1.2393,                0.59648,                    0.5,                0.62365,                0.54039,                0.96722,                 1.3521,                  1.291,                 1.4779,                 2.0249,                 1.8848,              0.0015036,              0.0015036,              0.0015036
                    102,                 1.1651,                 1.5192,                 1.2175,                 1.3436,                  2.732,                 1.1939,                0.45625,                    0.5,                0.59935,                0.51114,                 1.0317,                 1.4766,                 1.3479,                 1.5367,                 1.9692,                 1.9153,               0.001502,               0.001502,               0.001502
                    103,                 1.1129,                 1.3692,                 1.2164,                 1.3181,                 2.3533,                 1.2481,                0.51825,                   0.75,                0.62455,                 0.5275,                 1.0505,                 1.5802,                 1.4313,                 1.6283,                 2.5398,                  1.836,              0.0015003,              0.0015003,              0.0015003
                    104,                 1.0974,                 1.4685,                 1.1415,                 1.3374,                 2.2943,                 1.0763,                0.81818,                    0.5,                0.66842,                0.54003,                 1.0498,                 1.9331,                 1.4867,                 1.8086,                  2.104,                  2.045,              0.0014987,              0.0014987,              0.0014987
